consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,41.482,41.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,41.483,58.343,1,[11.870000000000005],[11.870000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,58.343,77.873,1,[14.532999999999987],[14.532999999999987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,77.874,105.823,1,[22.950999999999993],[22.950999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,105.823,136.723,1,[25.900000000000006],[25.900000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,,,,,,136.729,225.208,1,[85.48200000000003],[85.48200000000003],"The stripes are almost vertical making it hard to blend in, which makes it’s life shorter",225.208,226.205,0,0,0,0,1,F,E,E_F.png,training,1,1,2,low,feet,stripes,C,F,W,E,225,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,,,,,,226.211,313.905,1,[84.69900000000001],[84.69900000000001],"The stripes are more horizontal, making for easier blending in",313.906,314.905,0,1,1,1,1,F,W,W_F.png,training,1,2,4,low,feet,stripes,C,F,W,E,225,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,,,,,,314.91,380.554,1,[62.64999999999998],[62.64999999999998],"The stripes now match a new environment or area where they lay eggs, blending better, more chance of survival",380.555,381.554,0,2,2,2,1,C,E,E_C.png,training,1,3,10,high,feet,stripes,C,F,W,E,225,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,2026-06-04_13h11.22.770,explain2,2025.1.1,MacIntel,58.82352941,6a08f44bc6f07219e20b4a0b,6a21d5d599f968bc9253a998,6a21dba0faa718da2df82306,,,,,,,,,,,,,,,,,,,,,,,381.558,434.654,1,[50.099000000000046],[50.099000000000046],"The color seems lighter, they also found a new spot where blending is better",434.654,435.654,0,3,3,3,1,C,W,W_C.png,training,1,4,10,high,feet,stripes,C,F,W,E,225,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
