consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,39.5888,39.5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,39.5899,53.7247,1,[9.149599999904638],[9.149599999904638],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,53.7254,87.8369,1,[29.113700000047686],[29.113700000047686],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,87.8375,116.2004,1,[23.364399999976172],[23.36450000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,116.2009,136.5304,1,[15.331600000023855],[15.331600000023855],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,,,,,,136.5367,275.9667,1,[136.4341000000239],[136.4341000000239],This reptile received this score because it has half the stripes.,275.9675,276.964,0,0,0,0,1,C,E,E_C.png,training,1,1,4,low,stripes,feet,W,E,C,F,162,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,,,,,,276.973,343.2064,1,[63.24230000007151],[63.24230000007151],This reptile received this score because it produced more offspring. ,343.2066,344.2058,0,1,1,1,1,F,W,W_F.png,training,1,2,7,high,stripes,feet,W,E,C,F,162,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,,,,,,344.2106,373.7868,1,[26.579999999999984],[26.579999999999984],Because it produced more offspring.,373.787,374.7855,0,2,2,2,1,C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,C,F,162,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,2026-06-04_16h08.22.072,explain2,2025.1.1,Win32,60.24096386,69f3751d0c8df7c1e8d039c3,6a21d5d599f968bc9253a998,6a21dac24d52d33235a16ae4,,,,,,,,,,,,,,,,,,,,,,,374.793,427.1302,1,[49.34429999995234],[49.34429999995234],This reptile received this score because it did not produce many offspring.,427.1303,428.1297,0,3,3,3,1,F,E,E_F.png,training,1,4,1,low,stripes,feet,W,E,C,F,162,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
