consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,4.576,4.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,4.578,15.626,1,[6.054000000000002],[6.054000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,15.626,29.014,1,[8.390999999999991],[8.390999999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,29.015,52.563,1,[18.551000000000016],[18.551000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,52.564,67.249,1,[9.691000000000003],[9.691000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,,,,,,67.266,93.615,1,[23.351],[23.351],A score of 8 means that 8 offspring survived to maturity ,93.616,94.609,0,0,0,0,1,F,E,E_F.png,training,1,1,8,high,stripes,feet,E,W,F,C,36,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,,,,,,94.623,109.028,1,[11.419000000000011],[11.419000000000011],5 offspring survived ,109.029,110.022,0,1,1,1,1,C,E,E_C.png,training,1,2,5,high,stripes,feet,E,W,F,C,36,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,,,,,,110.032,122.538,1,[9.514999999999986],[9.514999999999986],"Poor little one, only 2 survived ",122.539,123.538,0,2,2,2,1,F,W,W_F.png,training,1,3,2,low,stripes,feet,E,W,F,C,36,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-06-04_16h03.31.289,explain2,2025.1.1,iPhone,200,6629663fd51787eb51b150b6,6a21d5d599f968bc9253a998,6a21d99a5f6c2ba8f1470d52,,,,,,,,,,,,,,,,,,,,,,,123.551,139.605,1,[13.068000000000012],[13.068000000000012],"Awww, only 1 baby survived ",139.606,140.601,0,3,3,3,1,C,W,W_C.png,training,1,4,1,low,stripes,feet,E,W,F,C,36,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
