consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,107.0508,107.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,107.0511,131.2584,1,[19.208199999999266],[19.208199999999266],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,131.2586,160.0275,1,[23.78840000000224],[23.7885],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,160.0279,229.8598,1,[64.83500000000001],[64.83500000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,229.8602,269.3237,1,[34.466499999999996],[34.466499999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,,,,,,269.3299,369.2771,1,[96.95269999999925],[96.95280000000076],This reptile received this sore because the stripes are upward. ,369.2775,370.2737,0,0,0,0,1,F,E,E_F.png,training,1,1,7,low,feet,stripes,C,F,E,W,277,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,,,,,,370.2784,421.2669,1,[47.993100000001505],[47.993200000003014],This reptile received this score because its stripes are downward. ,421.267,422.2648,0,1,1,1,1,F,W,W_F.png,training,1,2,1,low,feet,stripes,C,F,E,W,277,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,,,,,,422.2689,439.9069,1,[14.642599999997742],[14.642599999997742],It stripes are upward. ,439.9069,440.9063,0,2,2,2,1,C,E,E_C.png,training,1,3,10,high,feet,stripes,C,F,E,W,277,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2026-06-04_17h32.36.264,explain2,2025.1.1,Win32,59.88023952,69c602ef59cc459201d6e8a3,6a21d5d599f968bc9253a998,6a21eec2c0454cf02661bc1a,,,,,,,,,,,,,,,,,,,,,,,440.9095,460.7465,1,[16.841699999999264],[16.841699999999264],Its stripes are downward. ,460.7465,461.7455,0,3,3,3,1,C,W,W_C.png,training,1,4,5,high,feet,stripes,C,F,E,W,277,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
