consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,16.5153,16.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,16.5161,51.5654,1,[30.055399999976203],[30.055399999976203],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,51.5659,81.7651,1,[25.208600000023807],[25.208600000023807],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,81.7654,111.701,1,[24.944799999952238],[24.944799999952238],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,111.7013,147.5978,1,[30.899999999999977],[30.899999999999977],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,,,,,,147.618,309.0097,1,[158.39860000002386],[158.39860000002386],I think the reptile received a fertility score of 2 because of its webbed feet or the direction of its stripes.,309.0111,310.0109,0,0,0,0,1,F,W,W_F.png,training,1,1,2,low,stripes,feet,E,W,C,F,244,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,,,,,,310.0314,408.3662,1,[95.33980000007148],[95.33980000007148],"The reptile may have received a high fertility score because of its curly feet, its stripe direction or a combination of both features.",408.3664,409.3622,0,1,1,1,1,C,E,E_C.png,training,1,2,8,high,stripes,feet,E,W,C,F,244,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,,,,,,409.3789,506.7735,1,[94.38700000000017],[94.38870000004772],"This reptile received a score of five possibly because of its curly feet, its angled up-right stripes or a combination of both.",506.7738,507.7722,0,2,2,2,1,C,W,W_C.png,training,1,3,5,low,stripes,feet,E,W,C,F,244,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2026-06-04_16h23.27.031,explain2,2025.1.1,Win32,72.99270073,6a190c4c00ae6c19477210bc,6a21d5d599f968bc9253a998,6a21dc16d0ac93ff71019efc,,,,,,,,,,,,,,,,,,,,,,,507.8014,617.5836,1,[106.7935],[106.79360000002384],This reptile received a high fertility possibly because of its webbed feet and stripe direction or both may contribute to the higher fertility.,617.5844,618.5883,0,3,3,3,1,F,E,E_F.png,training,1,4,8,high,stripes,feet,E,W,C,F,244,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
