consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,18.0144,18.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,18.0146,36.835,1,[13.824299999952316],[13.824299999952316],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,36.8352,57.0947,1,[15.259700000047673],[15.259700000047673],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,57.0948,79.8714,1,[17.78039999985694],[17.78039999985694],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,79.8715,111.6789,1,[26.807500000000005],[26.807500000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,,,,,,111.682,156.6515,1,[41.9735],[41.9735],It has lines and webbed feet ,156.6515,157.6511,0,0,0,0,1,F,E,E_F.png,training,1,1,5,low,stripes,feet,W,E,F,C,274,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,,,,,,157.6527,188.0053,1,[27.353600000143047],[27.353600000143047],It has diagonal lines and clawed feet,188.0053,189.0048,0,1,1,1,1,C,W,W_C.png,training,1,2,10,high,stripes,feet,W,E,F,C,274,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,,,,,,189.0063,202.6015,1,[10.596299999952294],[10.596299999952294],It has diagonal lines and webbed feet,202.6016,203.5988,0,2,2,2,1,F,W,W_F.png,training,1,3,9,high,stripes,feet,W,E,F,C,274,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,2026-06-04_16h23.50.450,explain2,2025.1.1,Win32,166.6666667,6a0245bad8b88a0ac6446677,6a21d5d599f968bc9253a998,6a21dd10069d69c7b58eb106,,,,,,,,,,,,,,,,,,,,,,,203.6001,236.042,1,[29.442600000143045],[29.442600000143045],It has right-facing diagonal lines and clawed feet,236.042,237.0411,0,3,3,3,1,C,E,E_C.png,training,1,4,2,low,stripes,feet,W,E,F,C,274,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
