consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,23.3112,23.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,23.3122,247.3805,1,[219.08010000000152],[219.08010000000152],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,247.3816,259.7342,1,[7.359999999999957],[7.359999999999957],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,259.7348,307.6229,1,[42.893799999998805],[42.89389999999844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,307.6238,323.6416,1,[11.024299999998789],[11.024299999998789],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,,,,,,323.6633,418.8409,1,[92.18390000000034],[92.18390000000034],the reptile is webbed feet and stripes directed rightward,418.8416,419.8389,0,0,0,0,1,F,W,W_F.png,training,1,1,8,high,feet,stripes,F,C,W,E,131,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,,,,,,419.8515,494.3669,1,[71.53289999999856],[71.53289999999856],webbed feet and striped angled right showed lower fertility,494.367,495.3637,0,1,1,1,1,C,E,E_C.png,training,1,2,2,low,feet,stripes,F,C,W,E,131,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,,,,,,495.371,575.8242,1,[77.46129999999891],[77.46129999999891],same features there the fertility  varies depending different factors,575.8244,576.8203,0,2,2,2,1,C,W,W_C.png,training,1,3,5,low,feet,stripes,F,C,W,E,131,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,2026-06-04_17h08.00.878,explain2,2025.1.1,Win32,60.24096386,6a0a4d8bf5cc78f25f988815,6a21d5d599f968bc9253a998,6a21e84088e6c28d674a225c,,,,,,,,,,,,,,,,,,,,,,,576.8277,717.8423,1,[139.40079999999887],[139.40119999999933],there must be varied reasons for the diffferent results in fertility here,717.8426,718.8374,0,3,3,3,1,F,E,E_F.png,training,1,4,5,high,feet,stripes,F,C,W,E,131,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
