consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,4.7464,4.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,4.7467,27.0326,1,[17.300100000000086],[17.300100000000086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,27.0328,41.2157,1,[9.183199999999957],[9.18330000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,41.216,65.016,1,[18.800100000000086],[18.800100000000086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,65.0164,86.0991,1,[16.083699999999936],[16.083699999999936],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,,,,,,86.107,121.7995,1,[32.700699999999955],[32.700699999999955],It had seven offspring that survived to maturity.,121.7998,122.7987,0,0,0,0,1,C,E,E_C.png,training,1,1,7,high,stripes,feet,E,W,C,F,112,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,,,,,,122.803,146.9164,1,[21.11680000000004],[21.11680000000004],It only had two offspring survive.,146.9165,147.915,0,1,1,1,1,C,W,W_C.png,training,1,2,2,low,stripes,feet,E,W,C,F,112,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,,,,,,147.9188,177.5827,1,[26.666800000000052],[26.666800000000052],Four of it's offspring survived.,177.5828,178.5806,0,2,2,2,1,F,W,W_F.png,training,1,3,4,low,stripes,feet,E,W,C,F,112,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-06-04_15h05.31.083,explain2,2025.1.1,MacIntel,59.88023952,69f7d0ddc42e0c343ca27462,6a21d5d599f968bc9253a998,6a21da43f29fab400bfdd624,,,,,,,,,,,,,,,,,,,,,,,178.5844,196.2818,1,[14.699000000000012],[14.699000000000012],Five offspring survived.,196.2819,197.2814,0,3,3,3,1,F,E,E_F.png,training,1,4,5,high,stripes,feet,E,W,C,F,112,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
