consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,31.2486,31.2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,31.2488,38.018,1,[1.7727000000029705],[1.7727000000029705],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,38.0182,47.5836,1,[4.569600000008947],[4.569600000008947],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,47.5837,67.7417,1,[15.162500000000009],[15.162500000000009],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,67.7418,84.0154,1,[11.284299999997017],[11.284299999997017],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,,,,,,84.0186,125.7732,1,[38.76290000000597],[38.763000000000005],This reptile may be as fertile as it is due to the webbed feet and stripes on its body.,125.7734,126.7723,0,0,0,0,1,F,E,E_F.png,training,1,1,6,high,stripes,feet,E,W,F,C,64,6_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,,,,,,126.7749,171.3748,1,[41.611600000008934],[41.611600000008934],This reptile may be as fertile as it is due to the stripes on its body.,171.3749,172.3737,0,1,1,1,1,C,E,E_C.png,training,1,2,7,high,stripes,feet,E,W,F,C,64,7_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,,,,,,172.3762,223.605,1,[48.240099999994044],[48.240099999994044],This reptile may have received a low fertility score due to outside influences. It does not seem to be influenced by any physical factors.,223.6051,224.5986,0,2,2,2,1,F,W,W_F.png,training,1,3,2,low,stripes,feet,E,W,F,C,64,2_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,064,2026-06-04_16h24.49.370,explain2,2025.1.1,Win32,166.6666667,69b0591aebc8c64b198ad42a,6a21d5d599f968bc9253a998,6a21de9b849ca09e94c2e6c1,,,,,,,,,,,,,,,,,,,,,,,224.6007,269.2203,1,[41.62120000000294],[41.62120000000294],This reptile may have received a low fertility score due to outside factors. It does not appear that its stripes or feet have any influence on lower fertility this breeding season.,269.2204,270.2113,0,3,3,3,1,C,W,W_C.png,training,1,4,2,low,stripes,feet,E,W,F,C,64,2_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
