consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,15.9267,15.9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,15.927,27.2363,1,[6.317100000023842],[6.317100000023842],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,27.2364,40.9029,1,[8.666899999976138],[8.666899999976138],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,40.903,56.6697,1,[10.766799999952326],[10.766799999952326],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,56.6698,73.6865,1,[12.016899999976147],[12.016899999976147],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,,,,,,73.6907,171.0078,1,[94.32079999995233],[94.32079999995233],Presumably this reptile received a high fertility score due to some physical characteristics. His feet appear to be webbed and his stripes are angled downwards toward his front.,171.0078,172.0066,0,0,0,0,1,F,W,W_F.png,training,1,1,7,high,feet,stripes,F,C,W,E,215,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,,,,,,172.0086,231.9215,1,[56.91720000004767],[56.91729999995232],This reptile appears to have webbed feet and a stark upwards angle to its stripes. It's possible that webbed feet may be a signal for fertility,231.9216,232.9209,0,1,1,1,1,F,E,E_F.png,training,1,2,9,high,feet,stripes,F,C,W,E,215,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,,,,,,232.9229,266.3217,1,[30.400199999928475],[30.400199999928475],"This reptile does not have webbed feet, and that appears to have had a negative effect on its fertility score",266.3217,267.3211,0,2,2,2,1,C,W,W_C.png,training,1,3,4,low,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-06-04_16h13.36.043,explain2,2025.1.1,Win32,60.24096386,692077ee5033fce22cba1724,6a21d5d599f968bc9253a998,6a21ea1a3794783d05ec21fc,,,,,,,,,,,,,,,,,,,,,,,267.3228,310.4387,1,[40.11710000002387],[40.11710000002387],"This reptile does not have webbed feet, which may have affected its fertility. It is also possible that a steeper stripe angel could be a negative indicator for fertility",310.4387,311.4383,0,3,3,3,1,C,E,E_C.png,training,1,4,3,low,feet,stripes,F,C,W,E,215,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
