consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,4.4357,4.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,4.4366,16.7757,1,[7.350500000000011],[7.350500000000011],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,16.7761,33.425,1,[11.65009999999404],[11.65009999999404],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,33.4254,74.8747,1,[36.44990000000598],[36.44990000000598],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,74.8752,102.4075,1,[22.533099999994022],[22.533099999994022],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,102.4198,188.2403,1,[82.83190000000599],[82.832],This reptile is very fertile because it has stripes that are angled up and to the right and webbed feet.,188.2406,189.2398,0,0,0,0,1,C,E,E_C.png,training,1,1,10,high,feet,stripes,C,F,E,W,29,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,189.2467,216.8072,1,[24.566499999999962],[24.566599999994025],This reptile is fertile because it has its stripes angled up and to the right.,216.8072,217.8056,0,1,1,1,1,F,E,E_F.png,training,1,2,5,low,feet,stripes,C,F,E,W,29,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,217.8106,260.09,1,[39.28289999999106],[39.28289999999106],This reptile is not fertile because its stripes are angled down and it has webbed feet.,260.0901,261.0885,0,2,2,2,1,F,W,W_F.png,training,1,3,1,low,feet,stripes,C,F,E,W,29,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,261.0938,306.9894,1,[42.89969999998817],[42.89969999998817],"This reptile is fertile because it has curly feet, but not too fertile because its stripes are angled down.",306.9895,307.9883,0,3,3,3,1,C,W,W_C.png,training,1,4,7,high,feet,stripes,C,F,E,W,29,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,307.9931,325.006,1,[14.016599999994014],[14.016599999994014],This reptile is not fertile because its stripes are angled down and it has webbed feet.,325.0061,326.0045,0,4,4,4,1,F,W,W_F.png,training,2,5,1,low,feet,stripes,C,F,E,W,29,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,326.0071,357.8222,1,[28.81650000000002],[28.81650000000002],This reptile is fertile because its stripes are angled up and to the right and it has curly feet.,357.8223,358.8208,0,5,5,5,1,C,E,E_C.png,training,2,6,6,high,feet,stripes,C,F,E,W,29,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,358.8259,411.8717,1,[53.04390000000592],[53.04390000000592],This reptile is not fertile because of its webbed feet. Its stripes being angled up gives it a little better score.,411.8718,412.8703,0,6,6,6,1,F,E,E_F.png,training,2,7,4,low,feet,stripes,C,F,E,W,29,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,412.8748,469.0042,1,[53.13279999999702],[53.13279999999702],"This reptile is not fertile because its stripes are angled down to the right. However, its curly toes help its fertility.",469.0043,470.0038,,,,,,,,,,,,,,,,,,,,,,,,470.0064,475.7867,1,[0.7835000000000036],[0.7835000000000036],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.7905,498.2534,,,No,21.227,,,1,[1.2335000000000491],[1.2335000000000491],0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2598,510.6363,7,5.7778,Yes,1.8084,1,11.0419,1,[1.3334999999999582],[1.3334999999999582],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png, Curved/Pointy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-06-04_13h05.35.592,explain2,2025.1.1,Win32,59.88023952,6a17bd73a3d3b9dd0dc0e8d1,6a21d5d599f968bc9253a998,6a21d98fe4377dbb5da1dc7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6378,511.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
