consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,30.873,30.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,30.874,49.419,1,[13.551000000000002],[13.551000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,49.419,68.769,1,[14.350999999999999],[14.350999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,68.769,99.719,1,[25.957999999999984],[25.957999999999984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,99.719,142.74,1,[38.03],[38.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,,,,,,142.745,156.799,1,[11.058999999999997],[11.058999999999997],,156.805,157.798,0,0,0,0,1,F,E,E_F.png,training,1,1,4,low,stripes,feet,W,E,F,C,230,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,,,,,,157.802,191.974,1,[31.175999999999988],[31.175999999999988],Stripes to right; webbed feet. (sorry accidentally skipped first question),191.979,192.974,0,1,1,1,1,F,W,W_F.png,training,1,2,9,high,stripes,feet,W,E,F,C,230,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,,,,,,192.978,214.5,1,[18.52600000000004],[18.52600000000004],Stripes to right; feet,214.503,215.499,0,2,2,2,1,C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,F,C,230,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,2026-06-04_16h45.08.639,explain2,2025.1.1,MacIntel,120.1923077,69f7c6e1a9e0530c3ce51522,6a21d5d599f968bc9253a998,6a21e39de492ff43cf3ee2af,,,,,,,,,,,,,,,,,,,,,,,215.5,225.491,1,[6.9909999999999854],[6.9909999999999854],Stripes to left,225.495,226.49,0,3,3,3,1,C,E,E_C.png,training,1,4,5,low,stripes,feet,W,E,F,C,230,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
