consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,205.5002,205.5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,205.5007,230.1517,1,[19.682699999988074],[19.682899999976144],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,230.1523,285.4287,1,[50.28069999998809],[50.28069999998809],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,285.4291,368.8466,1,[78.42350000000005],[78.42350000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,368.8474,417.0316,1,[43.190199999988124],[43.190199999988124],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,,,,,,417.0482,584.8331,1,[164.80319999998807],[164.80319999998807],This reptile has stripes that are spread consistently over its entire body. It looks extremely healthy. It doesn't look like it has any deformities and looks to be extremely alert.,584.834,585.8303,0,0,0,0,1,C,W,W_C.png,training,1,1,1,low,feet,stripes,F,C,W,E,63,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,,,,,,585.8421,632.3527,1,[43.52359999996429],[43.52380000001199],This reptiles webbed feet do not look completely developed.,632.3529,633.3493,0,1,1,1,1,F,W,W_F.png,training,1,2,10,high,feet,stripes,F,C,W,E,63,10_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,,,,,,633.3566,695.5898,1,[59.241499999999974],[59.241499999999974],This reptile looks slightly smaller.,695.59,696.5866,0,2,2,2,1,C,E,E_C.png,training,1,3,4,low,feet,stripes,F,C,W,E,63,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-06-04_16h24.05.575,explain2,2025.1.1,Win32,30.12048193,6a1f585d094de553f3c65183,6a21d5d599f968bc9253a998,6a21de8cd09b1e1b60c9953b,,,,,,,,,,,,,,,,,,,,,,,696.593,744.1764,1,[44.59100000000001],[44.59100000000001],This reptile's webbed feet do not look completed developed. It also looks slightly smaller.,744.1765,745.1715,0,3,3,3,1,F,E,E_F.png,training,1,4,9,high,feet,stripes,F,C,W,E,63,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
