consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,10.308,10.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,10.309,17.441,1,[2.1430000000000007],[2.1430000000000007],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,17.441,26.145,1,[3.7079999999999984],[3.7079999999999984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,26.146,67.829,1,[36.687],[36.687],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,67.829,80.117,1,[7.289000000000016],[7.289000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,,,,,,80.126,96.745,1,[13.62299999999999],[13.62299999999999],It has stripes.,96.745,97.74,0,0,0,0,1,F,W,W_F.png,training,1,1,6,high,stripes,feet,W,E,F,C,194,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,,,,,,97.742,108.629,1,[7.9010000000000105],[7.9010000000000105],It has stripes.,108.63,109.624,0,1,1,1,1,F,E,E_F.png,training,1,2,6,low,stripes,feet,W,E,F,C,194,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,,,,,,109.634,138.921,1,[26.291999999999973],[26.291999999999973],"It has stripes and non webbed feet, the non webbed feet seemed to increase its fertility.",138.922,139.917,0,2,2,2,1,C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,F,C,194,7_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,194,2026-06-08_11h31.38.452,explain2,2025.1.1,iPhone,58.82352941,68b87f72a4cd11b3e742a547,6a26c1e06d405ffebfdf503d,6a26fc1f97c6a598499fecf9,,,,,,,,,,,,,,,,,,,,,,,139.925,151.322,1,[8.402000000000015],[8.402000000000015],It has stripes.,151.323,152.317,0,3,3,3,1,C,E,E_C.png,training,1,4,6,low,stripes,feet,W,E,F,C,194,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
