consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,417.3936,501.6042,1,[81.21799999999996],[81.21799999999996],Diagonal stripeWebbed feetAverage fertility,501.6043,502.5999,0,4,4,4,1,F,E,E_F.png,training,2,5,5,low,stripes,feet,W,E,C,F,42,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,502.622,605.9229,1,[100.31339999997613],[100.31339999997613],Diagonal stripeNon webbed feetAbove average fertility,605.9232,606.9211,0,5,5,5,1,F,W,W_F.png,training,2,6,6,high,stripes,feet,W,E,C,F,42,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,606.9376,915.2781,1,[305.34769999992864],[305.34769999992864],Diagonal stripesnon webbed feetunclear why low fertility score,915.2783,916.2711,0,6,6,6,1,C,E,E_C.png,training,2,7,1,low,stripes,feet,W,E,C,F,42,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,916.2864,952.9835,1,[33.705000000000155],[33.705000000000155],Diagonal stripesnon webbed feetunclear why it received a high fertility score,952.9838,953.9815,,,,,,,,,,,,,,,,,,,,,,,,953.9885,960.7685,1,[1.7864999999999327],[1.7864999999999327],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.7722,970.4708,,,No,8.6819,,,1,[1.0133000000714674],[1.0133000000714674],0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.4766,973.9704,,,No,2.2356,,,1,[1.2525000000000546],[1.2525000000000546],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.9733,974.9629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,C,W,W_C.png,training,2,8,10,high,stripes,feet,W,E,C,F,42,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,974.9718,1000.7689,1,[22.815600000023778],[22.815700000047627],diagonal stripescurved feetabove average fertility score,1000.7691,1001.7682,0,8,8,8,1,C,E,E_C.png,training,3,9,6,low,stripes,feet,W,E,C,F,42,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1001.7829,1034.5011,1,[29.725199999928464],[29.725199999928464],Backwards diagonal stripeswebbed feetThis combination gives a high fertility score,1034.5018,1035.4964,0,9,9,9,1,F,W,W_F.png,training,3,10,8,high,stripes,feet,W,E,C,F,42,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1035.5102,1056.1049,1,[17.605699999928447],[17.605799999952296],diagonal stripeswebbed feetthis give a low fertility score,1056.105,1057.1052,0,10,10,10,1,F,E,E_F.png,training,3,11,2,low,stripes,feet,W,E,C,F,42,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1057.1223,1080.5257,1,[20.42229999995243],[20.42229999995243],backward diagonal stripescurved feetabove average fertility score,1080.5259,1081.5263,0,11,11,11,1,C,W,W_C.png,training,3,12,6,high,stripes,feet,W,E,C,F,42,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1081.5441,1099.0172,1,[14.482299999952374],[14.482299999952374],diagonal stripescurved feetaverage fertility score,1099.0173,1100.0151,0,12,12,12,1,C,E,E_C.png,training,4,13,4,low,stripes,feet,W,E,C,F,42,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1100.0321,1122.0634,1,[19.04449999999997],[19.04449999999997],back facing diagonal stripescurved feetaverage fertility score,1122.0636,1123.0624,0,13,13,13,1,C,W,W_C.png,training,4,14,5,high,stripes,feet,W,E,C,F,42,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1123.0759,1151.3445,1,[25.30429999995249],[25.30429999995249],back facing stripeswebbed feetbelow average fertility score,1151.3447,1152.3333,0,14,14,14,1,F,W,W_F.png,training,4,15,3,high,stripes,feet,W,E,C,F,42,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,1152.349,1199.217,1,[43.8715000000002],[43.8715000000002],diagonal stripeswebbed feetbelow average fertility score,1199.2173,1200.2113,0,15,15,15,1,F,E,E_F.png,training,4,16,4,low,stripes,feet,W,E,C,F,42,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.2228,1204.6167,1,[1.4051999999285272],[1.4051999999285272],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,E,E_C.png,training,1,1,4,low,stripes,feet,W,E,C,F,42,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.6745,1226.0403,"[5,6,7,3]",1,[0.9053000000717475],[0.9053999999762254],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,1226.0517,1232.6747,,,No,5.7176,,,1,[0.9207000000478729],[0.9207000000478729],0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,1232.6864,1236.9402,,,No,2.5605,,,1,[1.7068999999760308],[1.7068999999760308],0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,042,2026-06-04_13h05.41.938,explain2,2025.1.1,Win32,60.24096386,695ff4fe4f0d272093f0acb1,6a21d5d599f968bc9253a998,6a21d9a1f1f6668953f08150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.9409,1247.7923,0,[],[],0,[],[],1,[8.851299999952289],[8.851299999952289],0,[],[],,,,,,,,,,,,,,,,
