consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,3.569,3.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,3.57,22.259,1,[13.699999999999996],[13.699999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,22.26,37.043,1,[9.801000000000002],[9.801000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,37.044,170.528,1,[128.485],[128.485],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,170.529,182.978,1,[7.466000000000008],[7.466000000000008],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,182.991,205.495,1,[19.516999999999996],[19.516999999999996],The stripes go up to the right,205.496,206.494,0,0,0,0,1,C,E,E_C.png,training,1,1,8,high,feet,stripes,C,F,E,W,233,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,206.505,218.013,1,[8.517999999999972],[8.517999999999972],The stripes go to the left,218.013,219.011,0,1,1,1,1,F,W,W_F.png,training,1,2,6,low,feet,stripes,C,F,E,W,233,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,219.025,226.412,1,[4.399999999999977],[4.399999999999977],The feet are not webbed,226.412,227.412,0,2,2,2,1,C,W,W_C.png,training,1,3,9,high,feet,stripes,C,F,E,W,233,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,227.419,240.161,1,[9.75],[9.75],The feet are webbed and stripes go to the right,240.161,241.162,0,3,3,3,1,F,E,E_F.png,training,1,4,5,low,feet,stripes,C,F,E,W,233,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2026-06-04_15h46.54.639,explain2,2025.1.1,MacIntel,60.0240096,66467e6f4c38889f9d043c4b,6a21d5d599f968bc9253a998,6a21e3fdc680a97502feeeaf,,,,,,,,,,,,,,,,,,,,,,,241.17,247.862,1,[3.7000000000000455],[3.7000000000000455],The feet are not webbed,247.862,248.862,0,4,4,4,1,C,E,E_C.png,training,2,5,8,high,feet,stripes,C,F,E,W,233,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
