consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,563.5645,609.6801,1,[43.116299999982175],[43.116299999982175],"This is the same as the second reptile, I believe. Same fertility score. Reasoning not yet clear.",609.6802,610.6803,0,4,4,4,1,C,W,W_C.png,training,2,5,7,high,stripes,feet,W,E,F,C,198,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,610.6849,640.9804,1,[27.30019999998808],[27.30019999998808],Clawed and up to the right. No clear reason yet. ,640.9805,641.9796,0,5,5,5,1,C,E,E_C.png,training,2,6,6,low,stripes,feet,W,E,F,C,198,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,641.9806,666.4636,1,[21.483599999994],[21.483599999994],"Webbed and up to the left. I think this combo has been slightly lower, except for the first one, which was 8? ",666.4636,667.463,0,6,6,6,1,F,W,W_F.png,training,2,7,5,high,stripes,feet,W,E,F,C,198,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,667.4646,711.0972,1,[40.63440000000605],[40.63440000000605],"Webbed and up to the right. Low fertility -- webbed might have something to do with it, but not consistently. ",711.0972,712.0956,,,,,,,,,,,,,,,,,,,,,,,,712.0964,718.7479,1,[1.6666999999881682],[1.6666999999881682],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7518,725.9303,,,No,6.1262,,,1,[1.049900000006005],[1.049900000006005],0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.9322,732.3633,,,No,5.7948,,,1,[0.6334000000058495],[0.6334000000058495],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.3638,733.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,F,E,E_F.png,training,2,8,2,low,stripes,feet,W,E,F,C,198,2_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,733.3633,754.5306,1,[18.18240000000594],[18.18240000000594],Webbed and up to the right = lowest score. Webbed feet low? ,754.5307,755.5298,0,8,8,8,1,F,E,E_F.png,training,3,9,1,low,stripes,feet,W,E,F,C,198,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,755.5327,780.2642,1,[21.733499999999935],[21.733499999999935],"Curved and up to the right lowest score --- I retract my previous hypothesis, webbed is not the factor ",780.2643,781.2642,0,9,9,9,1,C,E,E_C.png,training,3,10,1,low,stripes,feet,W,E,F,C,198,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,781.2702,806.7805,1,[22.516699999988077],[22.516699999988077],Webbed and up to the left -- highest fertility --- up to the left the factor? ,806.7805,807.7802,0,10,10,10,1,F,W,W_F.png,training,3,11,10,high,stripes,feet,W,E,F,C,198,10_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,807.782,844.181,1,[33.399699999988],[33.399699999988],"Curved and up to the left -- still over 5, could still be up to the left = more fertile. ",844.1811,845.1809,0,11,11,11,1,C,W,W_C.png,training,3,12,6,high,stripes,feet,W,E,F,C,198,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,845.1851,877.6817,1,[29.500800000011964],[29.500800000011964],Webbed and up to the left --- seeming like up to the left is the factor that may be correlated to higher fertility (but probably not cause),877.6819,878.681,0,12,12,12,1,F,W,W_F.png,training,4,13,7,high,stripes,feet,W,E,F,C,198,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,878.686,898.2975,1,[16.6166999999881],[16.6166999999881],curved and up to the right -- lowest score -- stripe direction correlation continues ,898.2976,899.2975,0,13,13,13,1,C,E,E_C.png,training,4,14,1,low,stripes,feet,W,E,F,C,198,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,899.3012,934.315,1,[32.01669999998808],[32.01669999998808],"webbed and up to the right -- medium score -- stripe direction could still be factor, I would want to see where up to the right caps",934.3151,935.3146,0,14,14,14,1,F,E,E_F.png,training,4,15,6,low,stripes,feet,W,E,F,C,198,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,935.3196,947.9975,1,[9.683399999976132],[9.683399999976132],"Up to the left, high score, correlation continues ",947.9975,948.9979,0,15,15,15,1,C,W,W_C.png,training,4,16,7,high,stripes,feet,W,E,F,C,198,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.0003,953.4637,1,[1.4660000000000082],[1.4660000000000082],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,W,W_F.png,training,1,1,8,high,stripes,feet,W,E,F,C,198,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.4808,972.6975,"[4,4,7,7]",1,[2.750100000023849],[2.750100000023849],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,972.699,976.0809,,,No,2.1109,,,1,[1.2835000000000036],[1.2835000000000036],0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,976.0826,991.3149,4,5.0631,Yes,1.9866,0,14.213,1,[1.0333000000118773],[1.0334000000059405],0,1,1,0,1,Up/Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
