consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,219.9752,219.9754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,219.9758,230.5288,1,[5.56630000001195],[5.56630000001195],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,230.529,243.262,1,[7.733400000005929],[7.733499999999992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,243.2623,267.7788,1,[19.516699999988077],[19.516699999988077],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,267.7789,281.6779,1,[8.899200000017913],[8.899200000017913],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,281.6819,354.0806,1,[69.40080000001194],[69.40080000001194],"This reptile has webbed feet and stripes that go up and to the left. So far, based on this sample size of 1, either of these factors could play a role in determining the reptile's fairly strong fertility. ",354.0809,355.0789,0,0,0,0,1,F,W,W_F.png,training,1,1,8,high,stripes,feet,W,E,F,C,198,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,355.0823,439.3297,1,[81.25029999998208],[81.25029999998208],"This reptile has clawed feet and stripes that go up and to the left.  It is just slightly less fertile than the previous reptile, which had webbed feet. I am not yet confident the feet play a role in fertility. ",439.3297,440.329,0,1,1,1,1,C,W,W_C.png,training,1,2,7,high,stripes,feet,W,E,F,C,198,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,440.3315,499.8973,1,[56.566900000006],[56.56699999999995],"This reptile has clawed feet and stripes that go up and to the right. So far, it is the least fertile reptile --- reason is not yet clear based on the sample size. ",499.8973,500.8965,0,2,2,2,1,C,E,E_C.png,training,1,3,4,low,stripes,feet,W,E,F,C,198,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,198,2026-06-08_13h30.59.745,explain2,2025.1.1,MacIntel,59.88023952,6a1dadb006436e5c5cf9eecf,6a26c1e06d405ffebfdf503d,6a26fc206099496710ac6198,,,,,,,,,,,,,,,,,,,,,,,500.901,562.5633,1,[58.66690000000597],[58.66690000000597],"Webbed feet and stripes that go up and to the right. Webbed feet reptiles have had fertility rates above and below 5 so far, as have right-striped reptiles. No clear factor yet. ",562.5633,563.5627,0,3,3,3,1,F,E,E_F.png,training,1,4,6,low,stripes,feet,W,E,F,C,198,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
