consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,4.3371,4.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,4.3384,12.9798,1,[3.649299999713918],[3.649299999713918],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,12.981,28.3425,1,[10.365699999809266],[10.365699999809266],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,28.3435,37.9412,1,[4.597499999999997],[4.597499999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,37.9429,705.7399,1,[662.7992000002861],[662.7992000002861],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,705.7687,714.1225,1,[5.367700000286163],[5.367700000286163],It has stripes,714.1233,715.12,0,0,0,0,1,F,E,E_F.png,training,1,1,2,low,feet,stripes,C,F,E,W,65,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,715.1339,725.9879,1,[7.865799999713886],[7.8658999996184775],he is brighter green,725.9881,726.9854,0,1,1,1,1,F,W,W_F.png,training,1,2,5,low,feet,stripes,C,F,E,W,65,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,726.9914,735.4039,1,[5.4165999999046335],[5.4165999999046335],he has darker stripes,735.4042,736.401,0,2,2,2,1,C,E,E_C.png,training,1,3,10,high,feet,stripes,C,F,E,W,65,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,736.4083,752.2505,1,[12.848400000095353],[12.848400000095353],he is brighter but has lighter stripes,752.2505,753.2494,0,3,3,3,1,C,W,W_C.png,training,1,4,8,high,feet,stripes,C,F,E,W,65,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,753.2561,772.5662,1,[16.34709999990457],[16.34709999990457],his stripes are average and his brightness,772.5669,773.5627,0,4,4,4,1,C,E,E_C.png,training,2,5,5,high,feet,stripes,C,F,E,W,65,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,773.5711,790.6113,1,[14.049299999713867],[14.049399999618572],he is brighter and lighter colored green,790.6117,791.609,0,5,5,5,1,C,W,W_C.png,training,2,6,7,high,feet,stripes,C,F,E,W,65,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,791.6165,810.8096,1,[16.19779999971388],[16.19779999971388],his coloris more dull and less apparent stripes,810.8098,811.81,0,6,6,6,1,F,W,W_F.png,training,2,7,1,low,feet,stripes,C,F,E,W,65,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,811.8217,828.1749,1,[13.363899999618525],[13.364000000000033],he has better striping and more vibrant colors,828.1752,829.1711,,,,,,,,,,,,,,,,,,,,,,,,829.1763,834.9379,1,[0.7653000001906776],[0.7653000001906776],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.9472,843.6389,,,No,7.3973,,,1,[1.2839000000954002],[1.2839999999999918],0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.6505,848.57,,,No,4.1675,,,1,[0.7506999998092851],[0.7506999998092851],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-06-04_13h26.36.892,explain2,2025.1.1,Win32,59.52380952,66b62d378900b27a626cf2ba,6a21d5d599f968bc9253a998,6a21dea618afc976c2b26b28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.5741,849.5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
