consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,25.3251,25.3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,25.326,35.4936,1,[5.184400000095366],[5.184400000095366],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,35.4936,49.7106,1,[9.216900000095364],[9.216900000095364],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,49.7108,97.1791,1,[42.46829999995231],[42.46829999995231],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,97.1793,110.0128,1,[7.833600000143065],[7.833600000143065],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,,,,,,110.0176,140.6644,1,[27.66140000009537],[27.66140000009537],Stripes angle up to left and feet are webbed.,140.6646,141.663,0,0,0,0,1,F,W,W_F.png,training,1,1,10,high,feet,stripes,F,C,W,E,99,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,,,,,,141.6654,162.4317,1,[17.767100000143046],[17.767100000143046],Strips are angled up to right and feet are webbed.,162.4318,163.4315,0,1,1,1,1,F,E,E_F.png,training,1,2,6,high,feet,stripes,F,C,W,E,99,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,,,,,,163.435,183.6325,1,[17.200100000143067],[17.200100000143067],Stripes are angled up to left and feet are curly.,183.6326,184.6322,0,2,2,2,1,C,W,W_C.png,training,1,3,4,low,feet,stripes,F,C,W,E,99,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,099,2026-06-04_15h05.24.701,explain2,2025.1.1,MacIntel,63.69426752,67ace99ca7644ec9e8f7eaf7,6a21d5d599f968bc9253a998,6a21da2be8e33e7ce88641ff,,,,,,,,,,,,,,,,,,,,,,,184.6341,202.3164,1,[14.683499999999981],[14.683499999999981],Stripes are angled up to right and feet are curly.,202.3164,203.316,0,3,3,3,1,C,E,E_C.png,training,1,4,4,low,feet,stripes,F,C,W,E,99,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
