consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,9.2251,9.2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,9.2267,127.7488,1,[115.20740000009533],[115.20740000009533],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,127.7494,198.9643,1,[66.22760000002387],[66.22760000002387],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,198.9684,212.0506,1,[8.092700000047671],[8.092700000047671],2,"[211.44890000009536,211.93060000002384]","[211.4717000000477,211.95330000007152]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,212.0516,255.447,1,[38.400199999928475],[38.400199999928475],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,,,,,,255.4586,267.8423,1,[9.397799999952326],[9.397799999952326],the stripes on it's skin,0,[],[],267.8427,268.8348,0,0,0,0,1,C,E,E_C.png,training,1,1,9,high,stripes,feet,E,W,C,F,8,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,,,,,,268.8482,277.2347,1,[5.402200000047685],[5.402300000071534],it's coloring,0,[],[],277.2348,278.2261,0,1,1,1,1,F,W,W_F.png,training,1,2,5,low,stripes,feet,E,W,C,F,8,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,,,,,,278.2355,300.3576,1,[19.132899999976132],[19.13299999999998],the direction of stripes ,1,[287.00800000000004],[287.00800000000004],300.3577,301.3559,0,2,2,2,1,F,E,E_F.png,training,1,3,9,high,stripes,feet,E,W,C,F,8,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,008,2026-05-26_09h59.02.910,explain2,2025.1.1,Win32,60.97560976,60ef2700e476748689a999f7,6a1467432e19321b0c7d6ab2,6a15a54499fdaef851c830c8,,,,,,,,,,,,,,,,,,,,,,,,,,301.3652,317.5258,1,[13.172000000000025],[13.172000000000025],direction of stripes,1,[303.24350000000004],[303.24350000000004],317.5259,318.5244,0,3,3,3,1,C,W,W_C.png,training,1,4,6,low,stripes,feet,E,W,C,F,8,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
