consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,13.1155,13.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,13.1167,46.6418,1,[28.52930000000029],[28.52939999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,46.6421,89.7015,1,[38.07299999999998],[38.07299999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,89.7057,118.9438,1,[24.242300000000284],[24.242300000000284],4,"[115.05820000000017,115.80870000000019,116.54260000000008,116.88320000000019]","[115.16230000000027,115.87380000000027,116.57999999999998,116.92920000000018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,118.9442,151.1426,1,[27.210899999999896],[27.210899999999896],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,,,,,,151.1599,174.5195,1,[20.36830000000029],[20.36830000000029],Because it looks the same as the other ones,2,"[159.1737000000002,161.97690000000037]","[159.2871000000001,162.04190000000037]",174.52,175.5315,0,0,0,0,1,C,E,E_C.png,training,1,1,9,high,feet,stripes,C,F,W,E,13,9_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,,,,,,175.5403,245.0047,1,[66.48210000000009],[66.48210000000009],The lines are different,1,[176.874],[176.96810000000008],245.0049,246.0223,0,1,1,1,1,C,W,W_C.png,training,1,2,7,high,feet,stripes,C,F,W,E,13,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,,,,,,246.0354,265.8084,1,[16.796199999999715],[16.796199999999715],The pattern is diferent,1,[247.76110000000008],[247.87480000000025],265.8085,266.8109,0,2,2,2,1,F,W,W_F.png,training,1,3,3,low,feet,stripes,C,F,W,E,13,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-05-26_08h58.18.864,explain2,2025.1.1,Win32,59.52380952,69e650105f6720a26b9359d6,6a1467432e19321b0c7d6ab2,6a15a63a2d589c74c51707ac,,,,,,,,,,,,,,,,,,,,,,,,,,266.8228,280.6564,1,[10.845899999999915],[10.845899999999915],Not sure,1,[268.6931000000001],[268.80949999999996],280.6565,281.6567,0,3,3,3,1,F,E,E_F.png,training,1,4,3,low,feet,stripes,C,F,W,E,13,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
