consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,4.8267,4.8281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,4.8296,14.9671,1,[5.142600000023847],[5.142600000023847],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,14.9679,27.5675,1,[7.608599999964227],[7.608599999964227],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,27.5679,48.2728,1,[15.70569999998807],[15.70569999998807],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,48.2735,67.0059,1,[13.733199999988074],[13.733199999988074],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,,,,,,67.0298,147.7275,1,[77.70209999996423],[77.70209999996423], Because they can camouflage from predators.,147.729,148.7236,0,0,0,0,1,C,E,E_C.png,training,1,1,6,low,stripes,feet,W,E,C,F,170,6_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,,,,,,148.7529,207.6954,1,[55.93789999997617],[55.94500000000002], Didn't stay hidden,207.6976,208.6896,0,1,1,1,1,F,E,E_F.png,training,1,2,4,low,stripes,feet,W,E,C,F,170,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,,,,,,208.7246,253.8151,1,[42.105900000035774],[42.105900000035774],Kept babies covered so more survived ,253.8153,254.8113,0,2,2,2,1,C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,C,F,170,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-06-04_15h30.14.496,explain2,2025.1.1,Linux armv81,89.28571429,68b5b1cf488ac6efc256f576,6a21d5d599f968bc9253a998,6a21e016c70761d9211ffd2d,,,,,,,,,,,,,,,,,,,,,,,254.8229,278.7232,1,[20.90719999998811],[20.90719999998811],Was able to keep babies safe ,278.7233,279.7331,0,3,3,3,1,F,W,W_F.png,training,1,4,8,high,stripes,feet,W,E,C,F,170,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
