consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,79.364,79.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,79.365,97.691,1,[13.334000000000003],[13.334000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,97.691,119.824,1,[17.149999999999977],[17.149999999999977],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,119.825,157.407,1,[32.599999999999994],[32.599999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,157.407,191.307,1,[28.91700000000003],[28.91700000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,,,,,,191.315,224.491,1,[30.182999999999993],[30.182999999999993],The reptile looks content.,224.494,225.491,0,0,0,0,1,C,W,W_C.png,training,1,1,7,low,stripes,feet,E,W,C,F,236,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,,,,,,225.5,253.727,1,[25.23399999999998],[25.23399999999998],The reptile looks content.,253.729,254.724,0,1,1,1,1,F,E,E_F.png,training,1,2,5,high,stripes,feet,E,W,C,F,236,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,,,,,,254.731,277.041,1,[19.315000000000055],[19.315000000000055],The reptile looks happy.,277.042,278.041,0,2,2,2,1,C,E,E_C.png,training,1,3,7,high,stripes,feet,E,W,C,F,236,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,2026-06-04_15h13.16.435,explain2,2025.1.1,Win32,60.0240096,6983f41385be1d7f25f63e0d,6a21d5d599f968bc9253a998,6a21dbd276437b1fc7fe71c4,,,,,,,,,,,,,,,,,,,,,,,278.051,351.959,1,[70.91699999999997],[70.91699999999997],There is no visible reason.,351.961,352.957,0,3,3,3,1,F,W,W_F.png,training,1,4,2,low,stripes,feet,E,W,C,F,236,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
