consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,810.58,855.551,1,[41.97199999999998],[41.97199999999998],"It's possible that webbed feet allows for some kind of natural boost in the water which allows for offspring to live longer, but this is not certain. Spines have little/nothing to do with fertility.",855.557,856.551,0,10,10,10,1,F,W,W_F.png,training,3,11,10,high,stripes,feet,W,E,F,C,154,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,856.553,896.865,1,[37.313999999999965],[37.313999999999965], The toes being pointed makes it possible that pointed toes does not produce reliable offspring for fertility.Spines mean little/nothing,896.871,897.866,0,11,11,11,1,C,W,W_C.png,training,3,12,3,high,stripes,feet,W,E,F,C,154,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,897.869,929.27,1,[28.402999999999906],[28.402999999999906],The webbed feet in this situation may again be boosting the chance of positive outcomes for offspring. ,929.274,930.27,0,12,12,12,1,F,E,E_F.png,training,4,13,6,low,stripes,feet,W,E,F,C,154,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,930.272,974.943,1,[41.673000000000116],[41.673000000000116],"It does seem that both pointed and webbed feet have about the same outcomes, with webbed feet having a higher overall possible average number (possibly). Spines mean little/nothing",974.948,975.943,0,13,13,13,1,C,W,W_C.png,training,4,14,6,high,stripes,feet,W,E,F,C,154,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,975.947,1007.54,1,[28.595000000000027],[28.595000000000027],"The webbed feet may again be helping to boost outcomes, as there is little with the spines that may actually help the animals in the wild. ",1007.545,1008.54,0,14,14,14,1,F,W,W_F.png,training,4,15,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,1008.543,1043.404,1,[31.864000000000033],[31.864000000000033],"This cements my idea that the spines/lines on the back mean little and affect the fertility score minimally, if at all. ",1043.408,1044.403,0,15,15,15,1,C,E,E_C.png,training,4,16,2,low,stripes,feet,W,E,F,C,154,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.406,1050.046,1,[2.643000000000029],[2.643000000000029],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.055,1097.428,"[8,4,7,5]",1,[20.845000000000027],[20.845000000000027],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,1097.43,1105.037,,,No,7.078,,,1,[0.5340000000001055],[0.5340000000001055],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,1105.039,1125.515,3,19.8,Yes,2.352,0,6.147,1,[10.585000000000036],[10.585000000000036],0,1,1,1,1,Webbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.516,1130.95,0,[],[],0,[],[],1,[3.443000000000211],[3.443000000000211],0,[],[],,,,,,,,,,,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.95,1160.296,5,24.4,All the time - 7,28.636,1,[0.70900000000006],[0.70900000000006],,,,,,,
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.296,1281.264,"At the beginning, I felt as though basing fertility on these random animal parts wouldn't change much, but I did find myself trying to understand why these feet/spines would change the animal's ability to reproduce. I think I explained some of it in the descriptions, but at the end I think the webbed feet just help the reptiles grip/swim on their terrain better, and that's why it felt like there was a little bit a difference between the two. Very cool study!",1,[119.97599999999989],[119.97599999999989],
,154,2026-06-04_16h07.47.563,explain2,2025.1.1,Win32,119.9040767,69ff9292bba93acd1d173d1d,6a21d5d599f968bc9253a998,6a21dab96c1134aa5096c93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
