tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,15,7,medium,shape,tail,color,C,S,N,T,L2,I2,H1,Y,B,147,7_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
T,B,S,T_B_S.png,training,2,16,3,low,shape,tail,color,C,S,N,T,L2,I2,L1,Y,B,147,3_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
N,B,S,N_B_S.png,training,3,17,5,medium,shape,tail,color,C,S,N,T,H2,I2,L1,Y,B,147,5_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
T,Y,S,T_Y_S.png,training,3,18,4,low,shape,tail,color,C,S,N,T,L2,I1,L1,Y,B,147,4_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
T,B,C,T_B_C.png,training,3,19,3,medium,shape,tail,color,C,S,N,T,L2,I2,H1,Y,B,147,3_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
N,B,C,N_B_C.png,training,3,20,8,high,shape,tail,color,C,S,N,T,H2,I2,H1,Y,B,147,8_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
N,Y,C,N_Y_C.png,training,3,21,7,high,shape,tail,color,C,S,N,T,H2,I1,H1,Y,B,147,7_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
N,Y,S,N_Y_S.png,training,3,22,3,medium,shape,tail,color,C,S,N,T,H2,I1,L1,Y,B,147,3_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
T,Y,C,T_Y_C.png,training,3,23,6,medium,shape,tail,color,C,S,N,T,L2,I1,H1,Y,B,147,6_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
T,B,S,T_B_S.png,training,3,24,2,low,shape,tail,color,C,S,N,T,L2,I2,L1,Y,B,147,2_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,medium,medium,low,high,low,medium,high"
