tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,4,low,shape,tail,color,S,C,T,N,L2,I2,L1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,S,T_Y_S.png,training,1,2,6,high,shape,tail,color,S,C,T,N,H2,I2,H1,B,Y,75,6_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,Y,S,N_Y_S.png,training,1,3,4,medium,shape,tail,color,S,C,T,N,L2,I2,H1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,C,T_Y_C.png,training,1,4,3,medium,shape,tail,color,S,C,T,N,H2,I2,L1,B,Y,75,3_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,C,N_B_C.png,training,1,5,4,low,shape,tail,color,S,C,T,N,L2,I1,L1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,C,T_B_C.png,training,1,6,3,medium,shape,tail,color,S,C,T,N,H2,I1,L1,B,Y,75,3_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,S,N_B_S.png,training,1,7,6,medium,shape,tail,color,S,C,T,N,L2,I1,H1,B,Y,75,6_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,S,T_B_S.png,training,1,8,7,high,shape,tail,color,S,C,T,N,H2,I1,H1,B,Y,75,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,S,T_B_S.png,training,2,9,7,high,shape,tail,color,S,C,T,N,H2,I1,H1,B,Y,75,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,Y,C,N_Y_C.png,training,2,10,1,low,shape,tail,color,S,C,T,N,L2,I2,L1,B,Y,75,1_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,S,N_B_S.png,training,2,11,6,medium,shape,tail,color,S,C,T,N,L2,I1,H1,B,Y,75,6_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,Y,S,N_Y_S.png,training,2,12,4,medium,shape,tail,color,S,C,T,N,L2,I2,H1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,S,T_Y_S.png,training,2,13,7,high,shape,tail,color,S,C,T,N,H2,I2,H1,B,Y,75,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,C,N_B_C.png,training,2,14,5,low,shape,tail,color,S,C,T,N,L2,I1,L1,B,Y,75,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,C,T_B_C.png,training,2,15,3,medium,shape,tail,color,S,C,T,N,H2,I1,L1,B,Y,75,3_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,C,T_Y_C.png,training,2,16,7,medium,shape,tail,color,S,C,T,N,H2,I2,L1,B,Y,75,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,C,T_Y_C.png,training,3,17,5,medium,shape,tail,color,S,C,T,N,H2,I2,L1,B,Y,75,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,Y,C,N_Y_C.png,training,3,18,4,low,shape,tail,color,S,C,T,N,L2,I2,L1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,S,T_B_S.png,training,3,19,7,high,shape,tail,color,S,C,T,N,H2,I1,H1,B,Y,75,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,Y,S,N_Y_S.png,training,3,20,4,medium,shape,tail,color,S,C,T,N,L2,I2,H1,B,Y,75,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,Y,S,T_Y_S.png,training,3,21,8,high,shape,tail,color,S,C,T,N,H2,I2,H1,B,Y,75,8_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,S,N_B_S.png,training,3,22,5,medium,shape,tail,color,S,C,T,N,L2,I1,H1,B,Y,75,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
T,B,C,T_B_C.png,training,3,23,5,medium,shape,tail,color,S,C,T,N,H2,I1,L1,B,Y,75,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
N,B,C,N_B_C.png,training,3,24,2,low,shape,tail,color,S,C,T,N,L2,I1,L1,B,Y,75,2_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,low,medium,medium,medium,high,low,high"
