tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,1,1,5,high,shape,tail,color,S,C,N,T,H2,I1,H1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,1,2,5,medium,shape,tail,color,S,C,N,T,H2,I1,L1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,1,3,7,high,shape,tail,color,S,C,N,T,H2,I2,H1,B,Y,142,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,1,4,6,medium,shape,tail,color,S,C,N,T,L2,I2,H1,B,Y,142,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,1,5,4,medium,shape,tail,color,S,C,N,T,H2,I2,L1,B,Y,142,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,1,6,4,low,shape,tail,color,S,C,N,T,L2,I1,L1,B,Y,142,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,1,7,1,low,shape,tail,color,S,C,N,T,L2,I2,L1,B,Y,142,1_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,1,8,5,medium,shape,tail,color,S,C,N,T,L2,I1,H1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,2,9,5,low,shape,tail,color,S,C,N,T,L2,I2,L1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,10,8,high,shape,tail,color,S,C,N,T,H2,I1,H1,B,Y,142,8_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,2,11,3,medium,shape,tail,color,S,C,N,T,H2,I2,L1,B,Y,142,3_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,12,5,medium,shape,tail,color,S,C,N,T,H2,I1,L1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,2,13,8,high,shape,tail,color,S,C,N,T,H2,I2,H1,B,Y,142,8_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,2,14,5,medium,shape,tail,color,S,C,N,T,L2,I2,H1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,15,4,low,shape,tail,color,S,C,N,T,L2,I1,L1,B,Y,142,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,16,5,medium,shape,tail,color,S,C,N,T,L2,I1,H1,B,Y,142,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,3,17,4,low,shape,tail,color,S,C,N,T,L2,I2,L1,B,Y,142,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,18,7,medium,shape,tail,color,S,C,N,T,L2,I1,H1,B,Y,142,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,19,6,high,shape,tail,color,S,C,N,T,H2,I1,H1,B,Y,142,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,20,2,medium,shape,tail,color,S,C,N,T,H2,I1,L1,B,Y,142,2_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,3,21,7,high,shape,tail,color,S,C,N,T,H2,I2,H1,B,Y,142,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,3,22,6,medium,shape,tail,color,S,C,N,T,H2,I2,L1,B,Y,142,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,high,medium,medium,low,medium,low,medium"
