consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,46.1562,46.1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,46.1566,79.3485,1,[28.207900000005964],[28.207900000005964],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,79.3488,123.157,1,[38.81370000000301],[38.81370000000301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,123.1611,182.4733,1,[54.32120000000299],[54.32120000000299],4,"[178.86240000000598,179.64860000000897,180.84560000000897,181.22360000000896]","[179.05920000000302,179.84279999999706,181.06150000000002,181.44000000000003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,182.474,223.0513,1,[35.58760000000893],[35.58760000000893],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,,,,,,223.059,333.5791,1,[107.53339999999105],[107.53339999999105],It has a vibrant color than the rest.It has perfect outline. ,1,[227.97839999999104],[228.17289999999105],333.5795,334.5759,0,0,0,0,1,F,W,W_F.png,training,1,1,6,high,stripes,feet,W,E,F,C,18,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,,,,,,334.5826,446.2892,1,[108.71509999999404],[108.71509999999404],It has the same features as the 50% represented on the scale.It has a brighter color.,1,[338.78629999999697],[339.003099999994],446.2894,447.2874,0,1,1,1,1,C,E,E_C.png,training,1,2,5,low,stripes,feet,W,E,F,C,18,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,,,,,,447.2919,505.534,1,[55.24710000000903],[55.24710000000903],It has less pointed feet than the rest of the species.,1,[449.949299999997],[450.149099999994],505.534,506.5325,0,2,2,2,1,F,E,E_F.png,training,1,3,2,low,stripes,feet,W,E,F,C,18,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-05-26_09h04.09.137,explain2,2025.1.1,Win32,60.24096386,69a65ea91d6f5041d8312205,6a1467432e19321b0c7d6ab2,6a15a82100578107e85d1503,,,,,,,,,,,,,,,,,,,,,,,,,,506.5436,678.9394,1,[169.40820000000292],[169.40820000000292],It has a good grasp.It has good adaptability to differnent environment,1,[510.52650000000006],[510.7262999999971],678.9397,679.9376,0,3,3,3,1,C,W,W_C.png,training,1,4,10,high,stripes,feet,W,E,F,C,18,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
