consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,8.6891,8.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,8.69,20.6302,1,[6.951399999976161],[6.951500000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,20.6309,35.796,1,[10.166700000047683],[10.166700000047683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,35.8011,58.4295,1,[17.63320000004768],[17.63320000004768],2,"[56.04530000001192,57.69540000003576]","[56.12860000002384,57.71210000002384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,58.4301,76.13,1,[12.70070000004769],[12.700800000011924],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,,,,,,76.1448,120.6831,1,[41.55069999998808],[41.55069999998808],I had an average number of offspring that survived to maturity.,2,"[82.95059999996425,85.73389999997616]","[83.05069999998807,85.80069999998807]",120.6849,121.6805,0,0,0,0,1,F,E,E_F.png,training,1,1,5,low,feet,stripes,C,F,W,E,17,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,,,,,,121.6908,151.2665,1,[26.583600000023836],[26.583600000023836],It had an above average number of offspring survive to maturity.,2,"[126.201,126.85119999998807]","[126.26789999997615,126.90109999996423]",151.2677,152.2642,0,1,1,1,1,C,E,E_C.png,training,1,2,9,high,feet,stripes,C,F,W,E,17,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,,,,,,152.2743,181.2501,1,[25.98369999998809],[25.98369999998809],It had a good number of offspring survive.,2,"[159.585,162.15209999996424]","[159.66829999995232,162.20159999996423]",181.2511,182.2477,0,2,2,2,1,C,W,W_C.png,training,1,3,8,high,feet,stripes,C,F,W,E,17,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-26_10h03.16.011,explain2,2025.1.1,Linux x86_64,60.24096386,611835be0f28bf9aaa51745d,6a1467432e19321b0c7d6ab2,6a15a7fb7d549b661390287f,,,,,,,,,,,,,,,,,,,,,,,,,,182.2566,233.2841,1,[48.03400000000002],[48.03400000000002],It had slightly less than the average number of offspring survive.,0,[],[],233.285,234.2822,0,3,3,3,1,F,W,W_F.png,training,1,4,4,low,feet,stripes,C,F,W,E,17,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
