consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,5.893,5.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,5.893,44.423,1,[33.533],[33.533],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,44.423,65.94,1,[16.533999999999992],[16.533999999999992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,65.942,119.272,1,[48.349999999999966],[48.349999999999966],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,119.272,147.222,1,[22.966000000000008],[22.966000000000008],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,,,,,,147.226,203.538,1,[53.316],[53.316],long toes allow it to dig easier,1,[160.78699999999998],[160.85299999999998],203.538,204.538,0,0,0,0,1,C,W,W_C.png,training,1,1,10,high,stripes,feet,W,E,C,F,10,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,,,,,,204.542,267.604,1,[60.06600000000003],[60.06600000000003],stripe direction,1,[227.13600000000002],[227.202],267.604,268.603,0,1,1,1,1,F,W,W_F.png,training,1,2,9,high,stripes,feet,W,E,C,F,10,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,,,,,,268.608,296.687,1,[25.084000000000003],[25.084000000000003],stripes are in the opposite direction of the high fertility reptile,0,[],[],296.687,297.687,0,2,2,2,1,F,E,E_F.png,training,1,3,2,low,stripes,feet,W,E,C,F,10,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-05-26_11h24.33.903,explain2,2025.1.1,Win32,59.95203837,6a12df07ef988b2aeaa90fdc,6a1467432e19321b0c7d6ab2,6a15bb040ac01fce24666238,,,,,,,,,,,,,,,,,,,,,,,,,,297.69,321.721,1,[21.033000000000015],[21.033000000000015],stripe in the less fertile direction,0,[],[],321.721,322.72,0,3,3,3,1,C,E,E_C.png,training,1,4,1,low,stripes,feet,W,E,C,F,10,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
