tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,3,medium,shape,tail,color,C,S,T,N,H2,I2,L1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,1,2,4,low,shape,tail,color,C,S,T,N,L2,I2,L1,B,Y,66,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,C,N_Y_C.png,training,1,3,3,medium,shape,tail,color,C,S,T,N,L2,I2,H1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,1,4,7,high,shape,tail,color,C,S,T,N,H2,I2,H1,B,Y,66,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,1,5,8,high,shape,tail,color,C,S,T,N,H2,I1,H1,B,Y,66,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,1,6,1,low,shape,tail,color,C,S,T,N,L2,I1,L1,B,Y,66,1_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,1,7,4,medium,shape,tail,color,C,S,T,N,H2,I1,L1,B,Y,66,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,1,8,5,medium,shape,tail,color,C,S,T,N,L2,I1,H1,B,Y,66,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,2,9,1,low,shape,tail,color,C,S,T,N,L2,I2,L1,B,Y,66,1_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,2,10,3,low,shape,tail,color,C,S,T,N,L2,I1,L1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,Y,S,T_Y_S.png,training,2,11,3,medium,shape,tail,color,C,S,T,N,H2,I2,L1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,2,12,3,medium,shape,tail,color,C,S,T,N,H2,I1,L1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,C,N_Y_C.png,training,2,13,3,medium,shape,tail,color,C,S,T,N,L2,I2,H1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,2,14,8,high,shape,tail,color,C,S,T,N,H2,I1,H1,B,Y,66,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,2,15,6,high,shape,tail,color,C,S,T,N,H2,I2,H1,B,Y,66,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,2,16,4,medium,shape,tail,color,C,S,T,N,L2,I1,H1,B,Y,66,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,3,17,5,medium,shape,tail,color,C,S,T,N,H2,I1,L1,B,Y,66,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,3,18,4,medium,shape,tail,color,C,S,T,N,L2,I1,H1,B,Y,66,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,3,19,3,low,shape,tail,color,C,S,T,N,L2,I2,L1,B,Y,66,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,3,20,6,high,shape,tail,color,C,S,T,N,H2,I2,H1,B,Y,66,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,Y,C,N_Y_C.png,training,3,21,5,medium,shape,tail,color,C,S,T,N,L2,I2,H1,B,Y,66,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,3,22,4,low,shape,tail,color,C,S,T,N,L2,I1,L1,B,Y,66,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,Y,S,T_Y_S.png,training,3,23,6,medium,shape,tail,color,C,S,T,N,H2,I2,L1,B,Y,66,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,3,24,8,high,shape,tail,color,C,S,T,N,H2,I1,H1,B,Y,66,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,medium,medium,medium,medium,low,high,high"
