consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,17.56,17.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,17.562,28.059,1,[7.499000000000002],[7.499000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,28.059,45.387,1,[14.341999999999999],[14.341999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,45.388,58.891,1,[10.519000000000005],[10.519000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,58.892,77.583,1,[15.692999999999998],[15.692999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,,,,,,77.601,108.564,1,[27.962000000000018],[27.962000000000018],This reptile has one yellowish eye and one bright white eye making it appear less healthy overall.,108.565,109.059,0,0,0,0,1,F,Y,Y_F.png,training,1,1,4,low,color,feet,G,Y,C,F,6,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,,,,,,109.062,139.608,1,[27.561000000000007],[27.561000000000007],This reptile seems more cheerful.,139.609,140.105,0,1,1,1,1,C,Y,Y_C.png,training,1,2,6,low,color,feet,G,Y,C,F,6,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,,,,,,140.108,161.981,1,[18.891999999999996],[18.891999999999996],This reptile is green (the first one I've seen) and looks healthy and happy.,161.981,162.479,0,2,2,2,1,C,G,G_C.png,training,1,3,8,high,color,feet,G,Y,C,F,6,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,006,2026-03-15_13h21.28.244,explain2,2025.1.1,MacIntel,55.55555556,69910b4872f44528733cc53e,69b2c9eacb55092c13a7ce73,69b6ea684b6b0124098a4d3a,,,,,,,,,,,,,,,,,,,,,,,162.482,217.104,1,[51.638000000000005],[51.638000000000005],"This reptile has a healthy-looking glow, its left eye is a little more yellow than the green reptile that scored an 8 in the last round.",217.105,217.601,0,3,3,3,1,F,G,G_F.png,training,1,4,7,high,color,feet,G,Y,C,F,6,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
