consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,6.1624,6.1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,6.1635,11.8647,1,[2.711299999982117],[2.711299999982117],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,11.8653,20.6475,1,[5.7826999999880755],[5.7826999999880755],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,20.6478,28.0808,1,[4.43340000000596],[4.433500000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,28.0815,36.0468,1,[4.9665000000000035],[4.9665000000000035],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,,,,,,36.056,45.4806,1,[6.433900000005963],[6.433900000005963],it is a bright color,45.4812,45.9796,0,0,0,0,1,F,Y,Y_F.png,training,1,1,6,low,color,feet,G,Y,C,F,14,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,,,,,,45.9827,52.6304,1,[3.650199999988075],[3.650199999988075],it seems smaller,52.6305,53.1281,0,1,1,1,1,C,Y,Y_C.png,training,1,2,5,low,color,feet,G,Y,C,F,14,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,,,,,,53.1304,60.2184,1,[4.1022000000178735],[4.1022000000178735],it is larger,60.2184,60.714,0,2,2,2,1,F,G,G_F.png,training,1,3,7,high,color,feet,G,Y,C,F,14,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-15_14h11.09.956,explain2,2025.1.1,Win32,58.13953488,654fe6af3517f92a06444ca5,69b2c9eacb55092c13a7ce73,69b6f62846eb99a1ac1496cd,,,,,,,,,,,,,,,,,,,,,,,60.7163,65.4652,1,[1.7659000000059564],[1.7659000000059564],it is smaller,65.4652,65.9635,0,3,3,3,1,C,G,G_C.png,training,1,4,4,high,color,feet,G,Y,C,F,14,4_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
