consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,4.256,4.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,4.258,24.327,1,[17.084000000000003],[17.084000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,24.328,45.383,1,[18.057000000000002],[18.057000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,45.383,72.202,1,[23.828999999999986],[23.828999999999986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,72.203,91.683,1,[16.494],[16.494],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,,,,,,91.689,158.768,1,[64.077],[64.077],I think it’s because the reptile could not produce that many offspring ,158.768,159.265,0,0,0,0,1,C,G,G_C.png,training,1,1,3,low,color,feet,Y,G,F,C,4,3_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,,,,,,159.273,193.213,1,[30.948000000000008],[30.948000000000008],I think the color is brighter and it attracts more males,193.214,193.712,0,1,1,1,1,C,Y,Y_C.png,training,1,2,6,high,color,feet,Y,G,F,C,4,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,,,,,,193.72,219.291,1,[22.591000000000008],[22.591000000000008],I think the color attracts more males but the size makes it difficult ,219.292,219.793,0,2,2,2,1,F,Y,Y_F.png,training,1,3,5,high,color,feet,Y,G,F,C,4,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,004,2026-03-15_13h20.54.028,explain2,2025.1.1,iPad,41.66666667,69912bc1f27f944d45263cf6,69b2c9eacb55092c13a7ce73,69b6ea60f56984e4b7708cd2,,,,,,,,,,,,,,,,,,,,,,,219.801,241.623,1,[18.829000000000008],[18.829000000000008],I think the color is not that attractive ,241.624,242.124,0,3,3,3,1,F,G,G_F.png,training,1,4,2,low,color,feet,Y,G,F,C,4,2_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
