consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,5.9682,5.9683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,5.9692,12.9322,1,[1.966799999997022],[1.966900000005964],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,12.9324,23.9314,1,[5.999799999997009],[5.999799999997009],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,23.9361,49.9306,1,[20.999099999994044],[20.999099999994044],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,49.9309,69.6959,1,[14.766000000000005],[14.766000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,,,,,,69.7065,97.5636,1,[24.865900000005965],[24.865900000005965],The reptile looks healthy and happy,0,[],[],97.5641,98.5632,0,0,0,0,1,F,E,E_F.png,training,1,1,10,high,feet,stripes,F,C,E,W,23,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,,,,,,98.5814,116.8283,1,[15.265399999991075],[15.265599999994066],"the reptile looks satisfied, happy, and healthy",0,[],[],116.8285,117.8268,0,1,1,1,1,F,W,W_F.png,training,1,2,8,high,feet,stripes,F,C,E,W,23,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,,,,,,117.8348,141.7775,1,[20.94879999999702],[20.94879999999702],"this score is questionable, as the reptile looks very healthy",0,[],[],141.7776,142.7761,0,2,2,2,1,C,W,W_C.png,training,1,3,3,low,feet,stripes,F,C,E,W,23,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,023,2026-05-29_09h51.19.176,explain2,2025.1.1,Linux x86_64,59.88023952,6a1378cbd5accde040052692,6a19bbb7c5caefa1d95dc8c3,6a19c3c5d8053b086c3dc828,,,,,,,,,,,,,,,,,,,,,,,,,,142.7895,168.4261,1,[22.648200000002987],[22.648200000002987],"this score is questionable, as the reptile looks very healthy and happy",0,[],[],168.4263,169.4244,0,3,3,3,1,C,E,E_C.png,training,1,4,2,low,feet,stripes,F,C,E,W,23,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
