consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,3.6949,3.6951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,3.6957,10.5882,1,[1.9055999999642381],[1.9056999999880802],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,10.5886,36.0163,1,[20.43390000003577],[20.43390000003577],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,36.0197,41.849,1,[0.833099999964233],[0.833099999964233],2,"[39.17490000003576,39.65830000001192]","[39.25970000004769,39.724800000011925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,41.8495,47.4862,1,[0.6357000000476773],[0.635800000011912],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,,,,,,47.5012,64.2175,1,[13.717000000000013],[13.717000000000013],He doesn't have webbed feet.,2,"[49.940700000047684,55.123999999999995]","[50.009100000023835,55.14060000002384]",64.218,65.2152,0,0,0,0,1,C,W,W_C.png,training,1,1,8,high,stripes,feet,W,E,C,F,14,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,,,,,,65.2193,73.4598,1,[5.242999999999995],[5.242999999999995],He has webbed feet,0,[],[],73.4599,74.4603,0,1,1,1,1,F,E,E_F.png,training,1,2,2,low,stripes,feet,W,E,C,F,14,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,,,,,,74.4669,108.6636,1,[31.21340000003576],[31.21350000000001],He has somewhat webbed feet,0,[],[],108.6638,109.6791,0,2,2,2,1,F,W,W_F.png,training,1,3,8,high,stripes,feet,W,E,C,F,14,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-05-29_10h53.57.490,explain2,2025.1.1,Linux x86_64,60.24096386,69dd1422c5689141cfe93acf,6a19bbb7c5caefa1d95dc8c3,6a19c338f098e1dfbcb19534,,,,,,,,,,,,,,,,,,,,,,,,,,109.6871,116.6341,1,[3.966900000035764],[3.966900000035764],He doesn't have webbed feet,0,[],[],116.6343,117.6322,0,3,3,3,1,C,E,E_C.png,training,1,4,1,low,stripes,feet,W,E,C,F,14,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
