consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,22.2566,22.2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,22.2573,32.904,1,[5.649499999999996],[5.649499999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,32.9042,43.3048,1,[5.417899999976157],[5.417899999976157],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,43.3077,69.8047,1,[21.501099999904632],[21.501099999904632],4,"[66.01160000002385,66.76079999995231,68.07829999995232,68.86070000004769]","[66.09410000002384,66.82820000004769,68.14510000002385,68.91160000002384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,69.805,83.3705,1,[8.565899999976153],[8.565899999976153],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,,,,,,83.3779,128.6384,1,[42.26579999995231],[42.26579999995231],Unknown at this point.,13,"[88.51939999997616,89.28730000007153,89.72010000002383,92.2705,94.02030000007153,97.77039999997615,102.637,103.3205,104.10389999997615,108.00320000004768,108.70380000007152,110.60270000004768,111.18699999999998]","[88.56930000007152,89.37060000002384,89.80289999997615,92.36960000002384,94.08610000002383,97.88720000004768,102.7205,103.4195,104.20389999997616,108.08620000004768,108.77039999997615,110.68710000002383,111.27000000000001]",128.6387,129.6376,0,0,0,0,1,C,W,W_C.png,training,1,1,5,low,feet,stripes,F,C,W,E,35,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,,,,,,129.6435,161.205,1,[28.56650000000002],[28.56650000000002],I don't know why no info why is provided.,11,"[131.18710000002383,132.0205,132.77039999997615,133.43710000002383,134.2038000000715,135.5365,136.0695,138.25380000007152,141.68710000002383,148.01930000007152,149.30380000007153]","[131.2705,132.13639999997616,132.87060000002384,133.53720000004768,134.28720000004768,135.60389999997616,136.13670000004768,138.33710000002384,141.78620000004767,148.10289999997616,149.38710000002385]",161.2052,162.2033,0,1,1,1,1,F,E,E_F.png,training,1,2,6,high,feet,stripes,F,C,W,E,35,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,,,,,,162.2085,236.5726,1,[71.36739999997616],[71.36739999997616],Maybe the stripes on the reptile's back affect fertility.,1,[163.33760000002383],[163.4195],236.5727,237.5713,0,2,2,2,1,C,E,E_C.png,training,1,3,5,low,feet,stripes,F,C,W,E,35,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-05-29_12h58.48.069,explain2,2025.1.1,MacIntel,59.88023952,6a177075a2e2e41951b3ba7b,6a19bbb7c5caefa1d95dc8c3,6a19c5ab3e2f94795d396351,,,,,,,,,,,,,,,,,,,,,,,,,,237.5777,324.6056,1,[84.03309999990466],[84.03309999990466],This type of reptile has short toes and stripes that angle to the right top to bottom.,3,"[240.304,246.9705,247.48710000002384]","[240.37050000000002,247.0705,247.58710000002387]",324.6058,325.6045,0,3,3,3,1,F,W,W_F.png,training,1,4,10,high,feet,stripes,F,C,W,E,35,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
