consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,21.3549,21.3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,21.3576,48.4869,1,[22.141600000023843],[22.141600000023843],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,48.4872,78.5047,1,[25.0172999999821],[25.0172999999821],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,78.5085,143.6804,1,[60.19169999998806],[60.19169999998806],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,143.6809,186.7879,1,[38.10680000001193],[38.10680000001193],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,,,,,,186.7962,310.4989,1,[120.7185],[120.7185],I believe that it's rounded limbs make it seem defenseless and is probably more approchable. The line pattern may seem more attractive as well,0,[],[],310.4994,311.4886,0,0,0,0,1,F,E,E_F.png,training,1,1,8,high,feet,stripes,F,C,E,W,15,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,,,,,,311.5002,365.3689,1,[50.88069999998811],[50.88069999998811],This reptile has pointy limbs and could be a little defensive compared to the other reptiles,0,[],[],365.369,366.3707,0,1,1,1,1,C,E,E_C.png,training,1,2,2,low,feet,stripes,F,C,E,W,15,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,,,,,,366.3779,432.6782,1,[63.306599999994035],[63.306599999994035],This reptile has round limbs as well and is probably more approchable as well,0,[],[],432.6783,433.6805,0,2,2,2,1,F,W,W_F.png,training,1,3,7,high,feet,stripes,F,C,E,W,15,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-05-29_11h09.48.840,explain2,2025.1.1,Linux armv81,120.4819277,6a192d41bb9b4c4fd1b591d9,6a19bbb7c5caefa1d95dc8c3,6a19c7ee12c81c824347c070,,,,,,,,,,,,,,,,,,,,,,,,,,433.6846,491.4973,1,[54.832800000011844],[54.832800000011844],This one had pointy limbs and is probably more defensive than the round limb reptiles,0,[],[],491.4973,492.4953,0,3,3,3,1,C,W,W_C.png,training,1,4,3,low,feet,stripes,F,C,E,W,15,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
