consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,15.92,15.9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,15.9221,61.2215,1,[40.30379999995232],[40.30379999995232],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,61.222,152.2412,1,[86.02200000000002],[86.02210000002384],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,152.2438,181.8538,1,[24.61519999992848],[24.61519999992848],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,181.8541,198.4038,1,[11.556299999952302],[11.556299999952302],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,198.4111,292.9133,1,[91.50900000000001],[91.50900000000001],"This reptile's low fertility is likely due to its pale,easily spotted coloration and its small thin body suggesting low energy.",0,[],[],292.9139,293.9107,0,0,0,0,1,F,W,W_F.png,training,1,1,1,low,stripes,feet,E,W,C,F,16,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,293.9326,457.7125,1,[160.8012000000477],[160.8012000000477],"This reptile's high fertility is likely due to its dark,well camouflaged coloration and its robust body condition indicating good healthy and energy available for reproduction",0,[],[],457.7128,458.711,0,1,1,1,1,C,E,E_C.png,training,1,2,7,high,stripes,feet,E,W,C,F,16,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,458.7266,570.8054,1,[109.09720000004762],[109.09720000004762],The reptile's moderately low fertility due to its smaller leaner body and its less distinct banding pattern even though its dark coloration provides reasonable camouflage.,0,[],[],570.8057,571.8028,0,2,2,2,1,C,W,W_C.png,training,1,3,4,low,stripes,feet,E,W,C,F,16,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,571.8228,664.4474,1,[89.64120000004777],[89.64120000004777],"High fertility by its dark,clearly banded coloration and its robust body condition for producing and caring for offspring.",0,[],[],664.4475,665.4447,0,3,3,3,1,F,E,E_F.png,training,1,4,7,high,stripes,feet,E,W,C,F,16,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,665.4624,742.8157,1,[74.36939999997617],[74.36939999997617],Low fertility because of its dark banded coloration and robust body ,0,[],[],742.8162,743.8163,0,4,4,4,1,C,W,W_C.png,training,2,5,4,low,stripes,feet,E,W,C,F,16,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-05-29_12h48.44.636,explain2,2025.1.1,Win32,59.88023952,69ff0f13075a0029cfb45494,6a19bbb7c5caefa1d95dc8c3,6a19c33c5a558c43318a4057,,,,,,,,,,,,,,,,,,,,,,,,,,743.8348,829.1592,1,[82.34850000000006],[82.34850000000006],"Despite good camouflage and robust body,that breeding season likely had intermediate environmental condition such as moderate food suply",0,[],[],829.1594,830.1557,0,5,5,5,1,F,E,E_F.png,training,2,6,6,high,stripes,feet,E,W,C,F,16,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
