consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,291.7523,433.901,1,[139.15780000001195],[139.15780000001195],This is because it produced 4 offsprings.,1,[297.6961999999881],[297.8791999999881],433.9014,434.8931,0,4,4,4,1,F,W,W_F.png,training,2,5,4,low,feet,stripes,C,F,W,E,29,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,434.9042,483.5474,1,[45.6511000000238],[45.65119999998808],This is because the number of offsprings does not match.,1,[449.99830000001197],[450.19830000001195],483.5478,484.5444,0,5,5,5,1,F,E,E_F.png,training,2,6,1,low,feet,stripes,C,F,W,E,29,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,484.5571,507.8026,1,[20.255999999999972],[20.25610000002382],This is because it has high fertility.,1,[487.48230000001195],[487.68240000003584],507.8029,508.7943,0,6,6,6,1,C,W,W_C.png,training,2,7,8,high,feet,stripes,C,F,W,E,29,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,508.8049,527.9468,1,[16.166700000047626],[16.166700000047626],The weather determined it.,1,[513.0160000000001],[513.2326000000239],527.947,528.9447,0,7,7,7,1,C,E,E_C.png,training,2,8,8,high,feet,stripes,C,F,W,E,29,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.9459,538.8289,1,[6.883400000035749],[6.883400000035749],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,9,high,feet,stripes,C,F,W,E,29,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,538.8796,556.98,"[7,4,4,9]",1,[1.5],[1.5],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.9884,575.3303,,,No,16.4478,,,1,[1.8998999999761281],[1.8998999999761281],0,0,0,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3406,592.68,5,8.4672,Yes,3.6336,0,15.9485,1,[1.399799999952279],[1.399799999952279],0,1,1,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,Up/Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.6821,599.4469,0,[],[],0,[],[],1,[4.7830000000000155],[4.7830000000000155],0,[],[],,,,,,,,,,,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.4487,620.7803,5,15.9711,6,20.1034,1,[1.216699999988009],[1.216699999988009],,,,,,,,
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,620.7809,656.75,,1,[34.967399999976124],[34.96749999999997],
,029,2026-05-29_12h55.12.944,explain2,2025.1.1,Win32,60.24096386,6a1351eeff60583a9dec821f,6a19bbb7c5caefa1d95dc8c3,6a19c4b6ec09cc33a27cf099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
