consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,21.385,21.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,21.387,36.947,1,[10.573999999999998],[10.573999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,36.948,54.928,1,[12.991],[12.991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,54.937,108.436,1,[48.51799999999999],[48.51799999999999],2,"[106.78099999999999,107.45]","[106.86,107.509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,108.436,134.699,1,[21.27199999999999],[21.27199999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,,,,,,134.714,179.546,1,[41.833],[41.833],because it has alert eyes,0,[],[],179.547,180.549,0,0,0,0,1,F,E,E_F.png,training,1,1,3,low,stripes,feet,W,E,C,F,22,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,,,,,,180.561,200.045,1,[16.49600000000001],[16.49600000000001],because it has alert eyes,0,[],[],200.045,201.044,0,1,1,1,1,C,W,W_C.png,training,1,2,4,high,stripes,feet,W,E,C,F,22,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,,,,,,201.054,228.846,1,[24.801999999999992],[24.801999999999992],because his stripes aren’t horizontal,0,[],[],228.846,229.837,0,2,2,2,1,C,E,E_C.png,training,1,3,2,low,stripes,feet,W,E,C,F,22,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-29_09h50.33.263,explain2,2025.1.1,iPhone,50,69fb8ba20882b566f5d81070,6a19bbb7c5caefa1d95dc8c3,6a19c3bb7d0b35440d68578a,,,,,,,,,,,,,,,,,,,,,,,,,,229.847,250.788,1,[17.951000000000022],[17.951000000000022],because he has big eyes and proper stripes,0,[],[],250.789,251.782,0,3,3,3,1,F,W,W_F.png,training,1,4,6,high,stripes,feet,W,E,C,F,22,6_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
