consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,74.404,74.4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,74.4127,166.9248,1,[87.5172000002861],[87.5172000002861],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,166.927,187.8711,1,[15.945700000286081],[15.94580000019073],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,187.88,272.6852,1,[79.81200000000001],[79.81200000000001],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,272.6862,302.9016,1,[25.221099999904595],[25.221199999809244],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,,,,,,302.9305,376.5673,1,[70.6521000003815],[70.65220000028609],Because they have four infants,5,"[307.2062999997139,308.3545,308.83799999999997,352.44069999980934,355.3951999998093]","[307.2880999999046,308.43789999961854,308.88739999961854,352.5132999997139,355.4941999998093]",376.5724,377.5622,0,0,0,0,1,C,W,W_C.png,training,1,1,10,high,feet,stripes,C,F,W,E,21,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,,,,,,377.5834,410.2457,1,[29.6821999998092],[29.682399999618497],Because their breeding process was slow,1,[383.64250000000004],[383.7542999997139],410.2511,411.2366,0,1,1,1,1,F,E,E_F.png,training,1,2,2,low,feet,stripes,C,F,W,E,21,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,,,,,,411.2505,432.406,1,[18.168499999999995],[18.168499999999995],Because their breeding process was a little faster,2,"[412.35769999980926,414.26779999971393]","[412.43459999990466,414.33379999971396]",432.4087,433.4059,0,2,2,2,1,C,E,E_C.png,training,1,3,8,high,feet,stripes,C,F,W,E,21,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-05-29_12h59.56.229,explain2,2025.1.1,Win32,59.52380952,66a3279007dbdd4d6d3a64a7,6a19bbb7c5caefa1d95dc8c3,6a19c3841b0efc7503c184f5,,,,,,,,,,,,,,,,,,,,,,,,,,433.4139,443.4325,1,[7.02779999971392],[7.02779999971392],Their breeding process was slow,0,[],[],443.4354,444.4266,0,3,3,3,1,F,W,W_F.png,training,1,4,3,low,feet,stripes,C,F,W,E,21,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
