consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,3.8653,3.8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,3.8658,13.3623,1,[4.500599999994041],[4.500599999994041],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,13.3625,68.5774,1,[50.216099999994036],[50.216199999988085],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,68.5788,104.7281,1,[31.16640000000595],[31.16640000000595],2,"[103.52390000000595,103.99019999998808]","[103.60769999998807,104.05790000000596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,104.7284,125.4952,1,[15.76819999998807],[15.76819999998807],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,,,,,,125.503,173.4516,1,[44.951599999994045],[44.951599999994045],stripes sitting at 7 - 9 fertility,2,"[151.6332999999821,154.01719999998807]","[151.7165,154.08040000000597]",173.4623,174.4495,0,0,0,0,1,C,E,E_C.png,training,1,1,9,high,stripes,feet,E,W,C,F,12,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,,,,,,174.4546,190.1621,1,[12.716099999994015],[12.716299999982112],stripes sitting at 4 - 2 fertility,0,[],[],190.169,191.1605,0,1,1,1,1,F,W,W_F.png,training,1,2,2,low,stripes,feet,E,W,C,F,12,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,,,,,,191.1661,227.4444,1,[33.28329999998212],[33.28329999998212],stripes sitting at 4 - 3 fertility,1,[194.5277999999821],[194.61090000000598],227.449,228.4437,0,2,2,2,1,C,W,W_C.png,training,1,3,3,low,stripes,feet,E,W,C,F,12,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,012,2026-05-29_13h07.47.915,explain2,2025.1.1,Win32,59.52380952,66fde30b007e7c1b3f94c591,6a19bbb7c5caefa1d95dc8c3,6a19c7cff99f06dc15f758fb,,,,,,,,,,,,,,,,,,,,,,,,,,228.4494,241.6782,1,[10.233199999988045],[10.233199999988045],7 fertility ,2,"[237.74379999998212,240.86009999999408]","[237.81090000000597,240.94409999999408]",241.6852,242.6772,0,3,3,3,1,F,E,E_F.png,training,1,4,7,high,stripes,feet,E,W,C,F,12,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
