consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,3.3095,3.3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,3.3104,14.3451,1,[6.050200000047685],[6.050200000047685],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,14.3453,23.8952,1,[4.549799999952313],[4.549799999952313],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,23.8967,49.3632,1,[20.468100000023853],[20.468199999988087],0,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,49.3634,59.4466,1,[5.083199999988082],[5.083199999988082],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,,,,,,59.4529,96.7487,1,[34.30109999996424],[34.30119999998807],They have stripes to hide from predators ,2,"[93.66850000000001,96.11859999996425]","[93.75079999995232,96.16859999996424]",96.749,97.7474,0,0,0,0,1,F,E,E_F.png,training,1,1,5,high,stripes,feet,E,W,F,C,24,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,,,,,,97.7542,109.0651,1,[8.316699999988089],[8.316699999988089],they have large eyes to see ,0,[],[],109.0652,110.0645,0,1,1,1,1,C,W,W_C.png,training,1,2,5,low,stripes,feet,E,W,F,C,24,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,,,,,,110.0732,133.0499,1,[19.98390000003576],[19.98390000003576],they have webbed feet ,2,"[112.85259999996426,120.0861999999881]","[112.91829999995234,120.21859999996424]",133.0499,134.0498,0,2,2,2,1,F,W,W_F.png,training,1,3,6,low,stripes,feet,E,W,F,C,24,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,024,2026-05-29_12h52.20.553,explain2,2025.1.1,MacIntel,60.24096386,674204f0f27899244266a22a,6a19bbb7c5caefa1d95dc8c3,6a19c4266fe6d099b021f6f9,,,,,,,,,,,,,,,,,,,,,,,,,,134.057,144.5163,1,[7.466300000011898],[7.466300000011898],they have sharp fingers to fight ,0,[],[],144.5163,145.5155,0,3,3,3,1,C,E,E_C.png,training,1,4,8,high,stripes,feet,E,W,F,C,24,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
