feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,6,low,stripes,feet,E,W,F,C,8,6_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
C,W,W_C.png,training,1,2,1,low,stripes,feet,E,W,F,C,8,1_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
F,E,E_F.png,training,1,3,10,high,stripes,feet,E,W,F,C,8,10_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
C,E,E_C.png,training,1,4,5,high,stripes,feet,E,W,F,C,8,5_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
C,W,W_C.png,training,2,5,5,low,stripes,feet,E,W,F,C,8,5_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
F,W,W_F.png,training,2,6,2,low,stripes,feet,E,W,F,C,8,2_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
F,E,E_F.png,training,2,7,8,high,stripes,feet,E,W,F,C,8,8_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
C,E,E_C.png,training,2,8,8,high,stripes,feet,E,W,F,C,8,8_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/E_F.png,Resources/W_C.png","low,high,high,low"
