feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,4,low,stripes,feet,E,W,C,F,20,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,1,2,1,low,stripes,feet,E,W,C,F,20,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,1,3,7,high,stripes,feet,E,W,C,F,20,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,1,4,8,high,stripes,feet,E,W,C,F,20,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,2,5,6,high,stripes,feet,E,W,C,F,20,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,2,6,8,high,stripes,feet,E,W,C,F,20,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,2,7,4,low,stripes,feet,E,W,C,F,20,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,2,8,6,low,stripes,feet,E,W,C,F,20,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high"
