feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,6,low,feet,stripes,F,C,W,E,59,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,1,2,10,high,feet,stripes,F,C,W,E,59,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
C,E,E_C.png,training,1,3,6,low,feet,stripes,F,C,W,E,59,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,1,4,8,high,feet,stripes,F,C,W,E,59,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,2,5,8,high,feet,stripes,F,C,W,E,59,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
C,E,E_C.png,training,2,6,2,low,feet,stripes,F,C,W,E,59,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
C,W,W_C.png,training,2,7,6,low,feet,stripes,F,C,W,E,59,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,2,8,9,high,feet,stripes,F,C,W,E,59,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low"
