feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,6,high,feet,stripes,C,F,E,W,29,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,1,2,5,high,feet,stripes,C,F,E,W,29,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,1,3,3,low,feet,stripes,C,F,E,W,29,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,1,4,3,low,feet,stripes,C,F,E,W,29,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,2,5,8,high,feet,stripes,C,F,E,W,29,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,2,6,1,low,feet,stripes,C,F,E,W,29,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,2,7,2,low,feet,stripes,C,F,E,W,29,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,2,8,8,high,feet,stripes,C,F,E,W,29,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
