feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,9,high,feet,stripes,F,C,E,W,31,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,1,2,5,low,feet,stripes,F,C,E,W,31,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,1,3,1,low,feet,stripes,F,C,E,W,31,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,1,4,4,high,feet,stripes,F,C,E,W,31,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,2,5,8,high,feet,stripes,F,C,E,W,31,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,2,6,3,high,feet,stripes,F,C,E,W,31,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,2,7,2,low,feet,stripes,F,C,E,W,31,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,2,8,1,low,feet,stripes,F,C,E,W,31,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
