feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,4,high,stripes,feet,E,W,C,F,52,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,1,2,3,low,stripes,feet,E,W,C,F,52,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,1,3,1,low,stripes,feet,E,W,C,F,52,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,1,4,10,high,stripes,feet,E,W,C,F,52,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,2,5,4,low,stripes,feet,E,W,C,F,52,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,2,6,10,high,stripes,feet,E,W,C,F,52,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,2,7,3,low,stripes,feet,E,W,C,F,52,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,2,8,10,high,stripes,feet,E,W,C,F,52,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
