feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,2,low,stripes,feet,E,W,F,C,16,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
F,E,E_F.png,training,1,2,8,high,stripes,feet,E,W,F,C,16,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
C,E,E_C.png,training,1,3,4,high,stripes,feet,E,W,F,C,16,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
C,W,W_C.png,training,1,4,2,low,stripes,feet,E,W,F,C,16,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
F,E,E_F.png,training,2,5,9,high,stripes,feet,E,W,F,C,16,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
C,W,W_C.png,training,2,6,6,low,stripes,feet,E,W,F,C,16,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
F,W,W_F.png,training,2,7,6,low,stripes,feet,E,W,F,C,16,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
C,E,E_C.png,training,2,8,6,high,stripes,feet,E,W,F,C,16,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low"
