consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.1455,703.3782,1,[23.233100000023796],[23.233100000023796],This sperk would typically be less hungry but it is square and needs more. ,703.3783,703.8779,0,19,19,19,1,N,B,S,N_B_S.png,training,3,20,5,low,,L1,L2,I2,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.8798,725.0449,1,[18.166500000000042],[18.166500000000042],This sperk is eating a normal amount in account of its tail. ,725.045,725.5444,0,20,20,20,1,T,B,C,T_B_C.png,training,3,21,6,medium,,R1,L2,I1,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.5462,746.9783,1,[18.433299999952283],[18.433299999952283],"This sperk only ate two peppers because it is blue, round, and tailless. ",746.9784,747.4776,0,21,21,21,1,N,B,C,N_B_C.png,training,3,22,2,low,,L1,L2,I1,2,2_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.4794,786.0282,1,[35.550100000023804],[35.550100000023804],"This sperk has all the features to eat more, minus the fact that it is blue. I think that they ate less because of their color. ",786.0283,786.5276,0,22,22,22,1,T,B,S,T_B_S.png,training,3,23,3,medium,,R1,L2,I2,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5299,815.6617,1,[26.133399999976177],[26.133399999976177],This sperk is yellow and square. 5 peppers is a typical amount for this kind. ,815.6618,816.1608,0,23,23,23,1,N,Y,S,N_Y_S.png,training,3,24,5,medium,,L1,R2,I2,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.1613,822.661,1,[3.5002000000476983],[3.5002000000476983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,Y,C,T_Y_C.png,training,1,1,8,high,,R1,R2,I1,2,8_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,822.6746,882.2278,"[4,5,6,6,8,6,5,3]",1,[2.166399999976079],[2.166399999976079],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.2297,902.3785,3,18.9386,Yes,3.4195,Square,Square,10.4744,1,[1.2164999999999964],[1.2164999999999964],0,0,0,2,1,shape,Did the SHAPE change?,Now you will answer some questions about what you have learned. With respect to the SHAPE of sperks,Did shape matter to how much food sperks ate?,"Square, Circular",,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.3819,914.8113,6,11.2915,Yes,1.8754,Having a Tail,0,4.779,1,[1.15010000002394],[1.15010000002394],0,1,1,1,1,tail,Did the TAIL change?,Now you will answer some questions about what you have learned. With respect to the TAIL of sperks,Did having a tail matter to how much food sperks ate?,"Having a Tail, Having no Tail",,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.8136,926.1616,4,10.8434,Yes,5.4206, Yellow,1,8.1713,1,[0.5171000000237882],[0.5171000000237882],0,2,2,0,1,color,Did the COLOR change?,Now you will answer some questions about what you have learned. With respect to the COLOR of sperks,Did color matter to how much food sperks ate?,"Blue, Yellow",,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.162,931.0946,0,[],[],0,[],[],1,[2.933200000047691],[2.933200000047691],0,[],[],,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.0948,1046.1122,"This was fun, it was cool to find out the pattern of features to the amounts of food needed for each sperk. There was some contradictory sperks, but for the most part this was easy enough to understand. ",1,[112.01670000004765],[112.01670000004765],
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
