consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,6.4318,6.4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,6.4321,23.495,1,[14.881399999856946],[14.881399999856946],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,23.4952,57.4663,1,[30.97640000009536],[30.97640000009536],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,57.467,85.5481,Yes,7.4506,Yes,26.9942,Yes,13.5166,No,22.1408,1,[1.1032000000476785],[1.1032000000476785],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,85.5489,89.3386,1,[0.8029999999999973],[0.8029999999999973],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3389,100.7115,Any of These,10.5953,1,[0.7912999999523294],[0.7912999999523294],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7117,104.6163,1,[0.9064000000953598],[0.9064000000953598],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6165,112.8612,1,[5.256500000000003],[5.256500000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2025-12-16_14h18.47.802,explain2,2025.1.1,Linux x86_64,71.94244604,58a50aebbb9e0f0001aca2a7,69419aa62c0b48dee54bf6ac,6941b089a98f8971fa17ed2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8613,124.0262,1,[8.173200000047686],[8.173200000047686],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
