consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,participant_id,food_image_file,images_list,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,final_questions_color.started,final_questions_color.stopped,color_continuous_slider.response,color_continuous_slider.rt,color_discrete_slider.response,color_discrete_slider.rt,color_direction_slider.response,color_direction_slider.rt,button_color.numClicks,button_color.timesOn,button_color.timesOff,final_questions_tail_2.started,final_questions_tail_2.stopped,tail_continuous_slider.response,tail_continuous_slider.rt,tail_discrete_slider.response,tail_discrete_slider.rt,tail_direction_slider.response,tail_direction_slider.rt,button_tail.numClicks,button_tail.timesOn,button_tail.timesOff,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,final_questions_shape.started,final_questions_shape.stopped,shape_continuous_slider.response,shape_continuous_slider.rt,shape_discrete_slider.response,shape_discrete_slider.rt,shape_direction_slider.response,shape_direction_slider.rt,button_shape.numClicks,button_shape.timesOn,button_shape.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,6.2972,6.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,6.2982,15.6711,1,[6.380300000071525],[6.380300000071525],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,15.6714,53.1843,1,[34.51579999995232],[34.51579999995232],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,53.1846,77.7514,1,[21.566999999999993],[21.566999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,77.7518,112.2028,1,[31.45189999997615],[31.45189999997615],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,,,,,,112.2163,145.9684,1,[30.76379999995231],[30.76379999995231],His eyes are red and he's big.,145.9688,146.4669,0,0,0,0,1,N,B,S,N_B_S.png,training,1,1,4,medium,15,4_food.png,"Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,,,,,,146.4734,160.6671,1,[11.19760000002384],[11.19760000002384],He is round and yellow,160.6673,161.1587,0,1,1,1,1,T,Y,C,T_Y_C.png,training,1,2,3,medium,15,3_food.png,"Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,,,,,,161.1681,172.7673,1,[8.613299999952318],[8.613299999952318],He is round and blue,172.7674,173.2671,0,2,2,2,1,T,B,C,T_B_C.png,training,1,3,4,medium,15,4_food.png,"Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2025-11-25_14h17.17.775,explain2,2025.1.1,Win32,59.88023952,674a8f27f27a3b62151660a9,6925f479e0d41c18be924406,69260eaf34614d88e48e0487,,,,,,,,,,,,,,,,,,,,,,,173.2708,198.0817,1,[21.82839999997617],[21.82839999997617],He's blue and square. ,198.0819,198.5835,0,3,3,3,1,T,B,S,T_B_S.png,training,1,4,7,high,15,7_food.png,"Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
