consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,participant_id,food_image_file,images_list,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,final_questions_color.started,final_questions_color.stopped,color_continuous_slider.response,color_continuous_slider.rt,color_discrete_slider.response,color_discrete_slider.rt,color_direction_slider.response,color_direction_slider.rt,button_color.numClicks,button_color.timesOn,button_color.timesOff,final_questions_tail_2.started,final_questions_tail_2.stopped,tail_continuous_slider.response,tail_continuous_slider.rt,tail_discrete_slider.response,tail_discrete_slider.rt,tail_direction_slider.response,tail_direction_slider.rt,button_tail.numClicks,button_tail.timesOn,button_tail.timesOff,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,final_questions_shape.started,final_questions_shape.stopped,shape_continuous_slider.response,shape_continuous_slider.rt,shape_discrete_slider.response,shape_discrete_slider.rt,shape_direction_slider.response,shape_direction_slider.rt,button_shape.numClicks,button_shape.timesOn,button_shape.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,5.7193,5.7196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,5.7202,9.7379,1,[1.033399999976158],[1.033399999976158],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,9.7383,22.1713,1,[9.433599999964233],[9.433599999964233],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,22.1719,31.2044,1,[6.033500000000004],[6.033500000000004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,31.2047,37.9208,1,[3.7164999999999964],[3.7164999999999964],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,37.9336,46.722,1,[5.800100000023846],[5.800200000047688],body shape,46.7225,47.2207,0,0,0,0,1,N,Y,S,N_Y_S.png,training,1,1,6,medium,16,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,47.2236,59.9051,1,[9.68340000003576],[9.68340000003576],body shape and tail,59.9053,60.4036,0,1,1,1,1,T,Y,S,T_Y_S.png,training,1,2,5,high,16,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,60.4048,78.8548,1,[15.449800000011919],[15.449899999976154],color and no tail,78.855,79.3535,0,2,2,2,1,N,B,S,N_B_S.png,training,1,3,5,medium,16,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,79.3566,86.4382,1,[4.083300000011931],[4.083300000011931],body shape,86.4384,86.9368,0,3,3,3,1,T,Y,C,T_Y_C.png,training,1,4,3,medium,16,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,86.9394,92.2881,1,[2.3499999999999943],[2.3499999999999943],color,92.2883,92.7868,0,4,4,4,1,T,B,C,T_B_C.png,training,1,5,4,medium,16,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,92.7896,99.3213,1,[3.5333999999761545],[3.5333999999761545],no tail,99.3215,99.8202,0,5,5,5,1,N,Y,C,N_Y_C.png,training,1,6,5,low,16,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,99.8229,111.421,1,[8.599800000011925],[8.599800000011925],"color, body shape, tail",111.4212,111.92,0,6,6,6,1,T,B,S,T_B_S.png,training,1,7,7,high,16,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2025-11-25_15h17.13.197,explain2,2025.1.1,Win32,59.88023952,677b71754229c2e3c5a7786f,6925f479e0d41c18be924406,69260eb52710cbc97ad2a607,,,,,,,,,,,,,,,,,,,,,,,111.9225,118.0708,1,[3.149800000011936],[3.149800000011936],body shape,118.071,118.5698,0,7,7,7,1,N,B,C,N_B_C.png,training,1,8,2,low,16,2_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
