consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,4.6959,4.6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,4.6965,10.6153,1,[2.9334000000059604],[2.933500000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,10.6155,18.5309,1,[4.91690000000596],[4.91690000000596],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,18.5313,27.2317,1,[5.716800000004476],[5.716800000004476],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,27.2321,35.2484,1,[5.016800000004466],[5.016800000004466],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,,,,,,35.2561,44.3321,1,[6.083099999994033],[6.083099999994033],It looks younger,44.3324,45.3317,0,0,0,0,1,F,Y,Y_F.png,training,1,1,8,high,feet,color,F,C,G,Y,67,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,,,,,,45.3345,51.9318,1,[3.599899999998513],[3.599899999998513],It looks younger,51.932,52.9313,0,1,1,1,1,C,G,G_C.png,training,1,2,7,low,feet,color,F,C,G,Y,67,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,,,,,,52.9337,59.5984,1,[3.6663999999985037],[3.666499999999999],Green make less babies,59.5984,60.5982,0,2,2,2,1,F,G,G_F.png,training,1,3,6,high,feet,color,F,C,G,Y,67,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-03-19_21h50.01.706,explain2,2025.1.1,MacIntel,60.24096386,663a5fd6be8d75132d5c3e73,69bc308a35b0913edb0419e2,69bca7a06a2cf40bf96dd0a8,,,,,,,,,,,,,,,,,,,,,,,60.6007,68.2319,1,[4.634199999995531],[4.634199999995531],Age,68.232,69.2314,0,3,3,3,1,C,Y,Y_C.png,training,1,4,4,low,feet,color,F,C,G,Y,67,4_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
