consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,7.774900002,7.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,7.775400002,15.7714,1,[5.000200000762945],[5.00030000114441],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,15.7716,27.1711,1,[8.400099998474118],[8.400099998474118],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,27.1713,37.9043,1,[7.733299999237062],[7.733299999237062],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,37.9044,55.2209,1,[14.31660000038147],[14.31660000038147],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,55.225,89.2045,1,[30.982899999618525],[30.982899999618525],I think the reptile received a medium fertility score because it's a regular reptile.,89.2046,90.2038,0,0,0,0,1,F,G,G_F.png,training,1,1,5,high,feet,color,F,C,G,Y,215,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,90.2049,116.454,1,[23.24989999961855],[23.24989999961855],I think the reptile received a medium fertility score because it is just a regular reptile. ,116.4541,117.4535,0,1,1,1,1,C,Y,Y_C.png,training,1,2,5,low,feet,color,F,C,G,Y,215,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,117.4546,143.2038,1,[22.749800001144422],[22.749800001144422],I think the reptile might've gotten a higher fertility score because it is orange.,143.2039,144.2035,0,2,2,2,1,F,Y,Y_F.png,training,1,3,6,high,feet,color,F,C,G,Y,215,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,144.2047,160.5869,1,[13.38320000076294],[13.38320000076294],I think the reptile got a medium fertility score because it is green.,160.587,161.5865,0,3,3,3,1,C,G,G_C.png,training,1,4,5,low,feet,color,F,C,G,Y,215,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,161.5875,177.7868,1,[13.199899999618538],[13.199899999618538],I think the reptile got a high fertility score because it's orange.,177.7869,178.7864,0,4,4,4,1,F,Y,Y_F.png,training,2,5,10,high,feet,color,F,C,G,Y,215,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,215,2026-03-20_15h23.52.047,explain2,2025.1.1,Win32,59.88023952,66303e673635423378ae6ac3,69bd41b9228fa8ec2e37e683,69bdac8c20f4c4c1e36ca993,,,,,,,,,,,,,,,,,,,,,,,178.7875,200.4534,1,[18.666600000381493],[18.666600000381493],I think the reptile got a 6 fertility score because it is green.,200.4534,201.4529,0,5,5,5,1,C,G,G_C.png,training,2,6,6,low,feet,color,F,C,G,Y,215,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
