consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,35.8242,35.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,35.8245,48.581,1,[9.759999999999991],[9.759999999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,48.5812,70.8365,1,[19.269000000000005],[19.269000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,70.8366,96.9962,1,[23.17339999997617],[23.17339999997617],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,96.9962,132.2979,1,[32.315499999999986],[32.315499999999986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,,,,,,132.3027,153.587,1,[18.285599999904633],[18.285599999904633],Because it is strong.,153.5871,154.5868,0,0,0,0,1,F,Y,Y_F.png,training,1,1,8,high,feet,color,F,C,Y,G,35,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,,,,,,154.5879,172.2552,1,[14.681200000047681],[14.681200000047681],It is green in color.,172.2554,173.2555,0,1,1,1,1,C,G,G_C.png,training,1,2,5,low,feet,color,F,C,Y,G,35,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,,,,,,173.2565,181.1311,1,[4.888000000000005],[4.888000000000005],It is green in color.,181.1312,182.1316,0,2,2,2,1,F,G,G_F.png,training,1,3,5,high,feet,color,F,C,Y,G,35,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,035,2026-03-19_20h45.00.126,explain2,2025.1.1,Win32,60.60606061,651b29ff3a6cadf518640abe,69bc308a35b0913edb0419e2,69bca66d7cf43ee3048fdac0,,,,,,,,,,,,,,,,,,,,,,,182.1328,210.3603,1,[25.24189999997614],[25.24189999997614],Because it has a lower fertility in this season.,210.3603,211.3609,0,3,3,3,1,C,Y,Y_C.png,training,1,4,6,low,feet,color,F,C,Y,G,35,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
