consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,12.4478,12.4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,12.4481,29.3019,1,[13.858700000047676],[13.858700000047676],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,29.3021,65.3393,1,[33.04160000002385],[33.04160000002385],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,65.3396,92.0891,1,[23.74989999997618],[23.74989999997618],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,92.0894,111.8318,1,[16.742999999999995],[16.742999999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,,,,,,111.8366,156.1117,1,[41.27829999995231],[41.27829999995231],Perhaps longer tails are more attractive to females?,156.1119,157.1094,0,0,0,0,1,F,G,G_F.png,training,1,1,1,low,feet,color,C,F,Y,G,133,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,,,,,,157.1112,179.7669,1,[19.65720000004768],[19.65720000004768],Perhaps its bright colors attract more females.,179.7669,180.7655,0,1,1,1,1,C,Y,Y_C.png,training,1,2,6,high,feet,color,C,F,Y,G,133,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,,,,,,180.7667,228.4959,1,[44.73330000007155],[44.73330000007155],Perhaps it is the toes.  Perhaps clawed toes and curved toes are a representation of fertility.,228.496,229.4928,0,2,2,2,1,F,Y,Y_F.png,training,1,3,4,low,feet,color,C,F,Y,G,133,4_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-03-19_20h59.43.233,explain2,2025.1.1,Win32,144.9275362,69badd61df03d306c075bfb9,69bc308a35b0913edb0419e2,69bca9d7791d791daace94ca,,,,,,,,,,,,,,,,,,,,,,,229.4939,251.0959,1,[18.604099999904633],[18.604099999904633],"Clawed toes, high fertility like before.",251.096,252.0916,0,3,3,3,1,C,G,G_C.png,training,1,4,6,high,feet,color,C,F,Y,G,133,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
