consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,13.5928,13.5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,13.5931,34.6458,1,[18.066400000005956],[18.066400000005956],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,34.6461,61.3775,1,[23.73199999999997],[23.73199999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,61.3777,146.8147,1,[82.43680000001189],[82.43680000001189],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,146.8152,186.2904,1,[36.482099999994034],[36.482099999994034],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,186.2955,227.4552,1,[38.16520000001776],[38.16520000001776],It's because this reptile is very fertile.,227.4555,228.4545,0,0,0,0,1,C,Y,Y_C.png,training,1,1,10,high,color,feet,Y,G,C,F,36,10_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,228.4586,250.0218,1,[18.565699999988055],[18.565699999988055],It is not very fertile.,250.0219,251.0202,0,1,1,1,1,F,G,G_F.png,training,1,2,2,low,color,feet,Y,G,C,F,36,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,251.0242,262.2702,1,[8.249900000005937],[8.25],It is fertile.,262.2704,263.2692,0,2,2,2,1,F,Y,Y_F.png,training,1,3,8,high,color,feet,Y,G,C,F,36,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,263.2712,270.0538,1,[3.7835000000000036],[3.7835000000000036],Not so fertile.,270.0539,271.0522,0,3,3,3,1,C,G,G_C.png,training,1,4,2,low,color,feet,Y,G,C,F,36,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,271.055,280.7359,1,[6.683200000017905],[6.683200000017905],Not so fertile.,280.736,281.7354,0,4,4,4,1,F,G,G_F.png,training,2,5,3,low,color,feet,Y,G,C,F,36,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,036,2026-03-19_21h49.14.848,explain2,2025.1.1,Win32,60.97560976,69a6494d5f70a383c622d58d,69bc308a35b0913edb0419e2,69bca672ba1aab87ecf521fb,,,,,,,,,,,,,,,,,,,,,,,281.7394,299.3686,1,[14.632700000017849],[14.632700000017849],It's fertile.,299.3687,300.3678,0,5,5,5,1,C,Y,Y_C.png,training,2,6,7,high,color,feet,Y,G,C,F,36,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
