consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,3.037,3.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,3.038,6.704,1,[0.6839999999999975],[0.6839999999999975],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,6.705,11.617,1,[1.9199999999999875],[1.9199999999999875],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,11.617,15.15,1,[0.5330000000000013],[0.5330000000000013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,15.15,18.421,1,[0.2740000000000009],[0.2740000000000009],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,,,,,,18.429,57.012,1,[35.58600000000003],[35.58600000000003],"The reptile likely received a fertility score of 5 because there is no clear evidence of either high or low reproductive advantages. In reptiles, fertility can depend on factors such as health, size, maturity, environmental conditions, and access to mates. Since the image does not show any strong indicators like large body size, mating displays, or ideal habitat conditions, it suggests average reproductive potential. Therefore, a mid-range score of 5 represents moderate fertility without any clear advantages or disadvantages.",57.013,58.008,0,0,0,0,1,F,G,G_F.png,training,1,1,5,low,feet,color,C,F,Y,G,105,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,,,,,,58.013,82.037,1,[21.02800000000002],[21.02800000000002],"This reptile likely received a fertility score of 4 because it shows slightly below-average reproductive advantages. While it appears healthy, it lacks any visible traits that would increase reproductive success, such as large size, strong physical features, or distinct characteristics that would attract mates. In many species, brighter coloration (like the red tone shown) can sometimes signal risk by making the animal more visible to predators rather than increasing mating success. Because there are no clear advantages and some potential drawbacks, a score just below average is appropriate.",82.037,83.036,0,1,1,1,1,F,Y,Y_F.png,training,1,2,4,low,feet,color,C,F,Y,G,105,4_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,,,,,,83.039,110.828,1,[24.790999999999997],[24.790999999999997],"This reptile likely received a fertility score of 10 because it shows strong traits that could support successful reproduction. It appears healthy, alert, and well-developed, which are important factors for survival and mating. Its bright coloration could help attract mates, and there are no obvious weaknesses or disadvantages visible. Overall, it seems like an ideal candidate for reproduction, which is why it was given the highest fertility score.
",110.828,111.828,0,2,2,2,1,C,Y,Y_C.png,training,1,3,10,high,feet,color,C,F,Y,G,105,10_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,2026-03-19_21h57.50.719,explain2,2025.1.1,MacIntel,52.63157895,676a312abc8277f787512df6,69bc308a35b0913edb0419e2,69bca93f791d791daace94b0,,,,,,,,,,,,,,,,,,,,,,,111.83,128.557,1,[13.728999999999985],[13.728999999999985],"This reptile likely received a fertility score of 6 because it shows generally healthy traits but nothing that strongly stands out. It appears well-formed and alert, which suggests it could survive and reproduce successfully. Its green coloration may also help it blend into its environment, giving it a slight advantage in avoiding predators. However, there are no extreme features or clear advantages that would push it to a higher score, so it makes sense that it was rated slightly above average rather than at the top.",128.557,129.557,0,3,3,3,1,C,G,G_C.png,training,1,4,6,high,feet,color,C,F,Y,G,105,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
