consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,46.466,46.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,46.466,55.138,1,[5.673999999999992],[5.673999999999992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,55.139,68.016,1,[9.891999999999996],[9.891999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,68.017,78.427,1,[7.417000000000016],[7.417000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,78.427,87.57,1,[6.1559999999999775],[6.1559999999999775],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,,,,,,87.583,112.712,1,[22.138000000000005],[22.138000000000005],"Bright, alert eyes, colorful scales, looks healthy",112.713,113.712,0,0,0,0,1,F,G,G_F.png,training,1,1,10,high,color,feet,G,Y,F,C,114,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,,,,,,113.717,135.835,1,[19.135999999999996],[19.135999999999996],"Less green, more yellow coloring to scales",135.836,136.835,0,1,1,1,1,C,G,G_C.png,training,1,2,3,high,color,feet,G,Y,F,C,114,3_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,,,,,,136.844,151.569,1,[11.729000000000013],[11.729000000000013],Vibrant red,151.571,152.568,0,2,2,2,1,C,Y,Y_C.png,training,1,3,8,low,color,feet,G,Y,F,C,114,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,2026-03-23_04h21.40.288,explain2,2025.1.1,Win32,59.95203837,6966cd436f068d14dac04dc5,69c07a488c8b1a8659ad5a3c,69c121f5d5c8cc53dcfa2fbc,,,,,,,,,,,,,,,,,,,,,,,152.581,167.167,1,[11.593999999999994],[11.593999999999994],"Washed-out red, less vibrant",167.168,168.167,0,3,3,3,1,F,Y,Y_F.png,training,1,4,3,low,color,feet,G,Y,F,C,114,3_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
