consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,5.3025,5.3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,5.3028,14.9605,1,[6.664599999994039],[6.664599999994039],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,14.9607,27.673,1,[9.713999999999999],[9.71409999999404],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,27.6731,49.3161,1,[18.64429999999703],[18.644399999991066],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,49.3163,59.8794,1,[7.564200000002984],[7.564200000002984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,,,,,,59.8853,92.2874,1,[29.4075],[29.4075],It is too short in length in order to keep all of the eggs safe until they hatch,92.2876,93.2855,0,0,0,0,1,C,G,G_C.png,training,1,1,7,high,color,feet,G,Y,C,F,50,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,,,,,,93.2875,134.0735,1,[37.78829999999704],[37.78829999999704],It does not stay on the eggs long enough for them to incubate and hatch,134.0736,135.0723,0,1,1,1,1,F,Y,Y_F.png,training,1,2,3,low,color,feet,G,Y,C,F,50,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,,,,,,135.0743,172.912,1,[34.839299999997024],[34.839299999997024],It is too short in length to stay on top of the eggs long enough for them to hatch.  Some of them do hatch so it has a higher score.,172.9121,173.9131,0,2,2,2,1,F,G,G_F.png,training,1,3,7,high,color,feet,G,Y,C,F,50,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,050,2026-03-19_21h47.23.205,explain2,2025.1.1,Win32,60.24096386,672c1b00e4ed661368e89749,69bc308a35b0913edb0419e2,69bca7002449bfcf972fd9d6,,,,,,,,,,,,,,,,,,,,,,,173.9145,223.1152,1,[46.20479999999702],[46.20479999999702],It's bright color makes it stand out to predators who easily swoop in and eat the reptile and/or its eggs.  Some of them make it through the cycle while others don't,223.1153,224.1121,0,3,3,3,1,C,Y,Y_C.png,training,1,4,5,low,color,feet,G,Y,C,F,50,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
